costheta,flux
-1.000000,0.023450
-0.990000,0.023215
-0.980000,0.022981
-0.970000,0.022747
-0.960000,0.022512
-0.950000,0.022278
-0.940000,0.022043
-0.930000,0.021809
-0.920000,0.021575
-0.910000,0.021340
-0.900000,0.021105
-0.890000,0.020871
-0.880000,0.020637
-0.870000,0.020402
-0.860000,0.020168
-0.850000,0.019933
-0.840000,0.019699
-0.830000,0.019464
-0.820000,0.019230
-0.810000,0.018995
-0.800000,0.018761
-0.790000,0.018526
-0.780000,0.018292
-0.770000,0.018057
-0.760000,0.017823
-0.750000,0.017589
-0.740000,0.017354
-0.730000,0.017120
-0.720000,0.016885
-0.710000,0.016651
-0.700000,0.016416
-0.690000,0.016182
-0.680000,0.015947
-0.670000,0.015713
-0.660000,0.015478
-0.650000,0.015244
-0.640000,0.015009
-0.630000,0.014775
-0.620000,0.014540
-0.610000,0.014306
-0.600000,0.014071
-0.590000,0.013837
-0.580000,0.013602
-0.570000,0.013368
-0.560000,0.013133
-0.550000,0.012899
-0.540000,0.012664
-0.530000,0.012430
-0.520000,0.012195
-0.510000,0.011961
-0.500000,0.011726
-0.490000,0.011492
-0.480000,0.011257
-0.470000,0.011023
-0.460000,0.010788
-0.450000,0.010554
-0.440000,0.010319
-0.430000,0.010085
-0.420000,0.009850
-0.410000,0.009616
-0.400000,0.009381
-0.390000,0.009147
-0.380000,0.008912
-0.370000,0.008677
-0.360000,0.008443
-0.350000,0.008208
-0.340000,0.007974
-0.330000,0.007739
-0.320000,0.007505
-0.310000,0.007270
-0.300000,0.007036
-0.290000,0.006801
-0.280000,0.006567
-0.270000,0.006332
-0.260000,0.006098
-0.250000,0.005863
-0.240000,0.005629
-0.230000,0.005394
-0.220000,0.005160
-0.210000,0.004925
-0.200000,0.004691
-0.190000,0.004456
-0.180000,0.004221
-0.170000,0.003987
-0.160000,0.003753
-0.150000,0.003518
-0.140000,0.003283
-0.130000,0.003049
-0.120000,0.002814
-0.110000,0.002580
-0.100000,0.002345
-0.090000,0.002111
-0.080000,0.001876
-0.070000,0.001642
-0.060000,0.001407
-0.050000,0.001173
-0.040000,0.000938
-0.030000,0.000704
-0.020000,0.000469
-0.010000,0.000235
0.000000,0.000000
0.010000,0.000234
0.020000,0.000469
0.030000,0.000704
0.040000,0.000938
0.050000,0.001173
0.060000,0.001407
0.070000,0.001642
0.080000,0.001876
0.090000,0.002111
0.100000,0.002345
0.110000,0.002580
0.120000,0.002814
0.130000,0.003049
0.140000,0.003284
0.150000,0.003518
0.160000,0.003753
0.170000,0.003987
0.180000,0.004222
0.190000,0.004456
0.200000,0.004691
0.210000,0.004925
0.220000,0.005160
0.230000,0.005394
0.240000,0.005629
0.250000,0.005863
0.260000,0.006098
0.270000,0.006332
0.280000,0.006567
0.290000,0.006801
0.300000,0.007036
0.310000,0.007270
0.320000,0.007505
0.330000,0.007739
0.340000,0.007974
0.350000,0.008209
0.360000,0.008443
0.370000,0.008677
0.380000,0.008912
0.390000,0.009147
0.400000,0.009381
0.410000,0.009615
0.420000,0.009850
0.430000,0.010085
0.440000,0.010319
0.450000,0.010554
0.460000,0.010788
0.470000,0.011023
0.480000,0.011257
0.490000,0.011492
0.500000,0.011726
0.510000,0.011961
0.520000,0.012195
0.530000,0.012430
0.540000,0.012664
0.550000,0.012899
0.560000,0.013133
0.570000,0.013368
0.580000,0.013602
0.590000,0.013837
0.600000,0.014071
0.610000,0.014306
0.620000,0.014540
0.630000,0.014775
0.640000,0.015009
0.650000,0.015244
0.660000,0.015478
0.670000,0.015713
0.680000,0.015947
0.690000,0.016182
0.700000,0.016416
0.710000,0.016651
0.720000,0.016885
0.730000,0.017120
0.740000,0.017354
0.750000,0.017588
0.760000,0.017823
0.770000,0.018058
0.780000,0.018292
0.790000,0.018526
0.800000,0.018761
0.810000,0.018995
0.820000,0.019230
0.830000,0.019464
0.840000,0.019699
0.850000,0.019933
0.860000,0.020168
0.870000,0.020402
0.880000,0.020637
0.890000,0.020871
0.900000,0.021106
0.910000,0.021340
0.920000,0.021574
0.930000,0.021809
0.940000,0.022044
0.950000,0.022278
0.960000,0.022512
0.970000,0.022747
0.980000,0.022981
0.990000,0.023216
1.000000,0.023450
