energy,flux
0.000000,0.000000
0.200000,0.594364
0.400000,2.315806
0.600000,5.071844
0.800000,8.769991
1.000000,13.317751
1.200000,18.622607
1.400000,24.592007
1.600000,31.133314
1.800000,38.153586
2.000000,45.549779
2.200000,53.092769
2.400000,60.209978
2.600000,66.244065
2.800000,70.767241
3.000000,73.568346
3.200000,74.727518
3.400000,74.326902
3.600000,72.691632
3.800000,70.056729
4.000000,66.724435
4.200000,62.565212
4.400000,58.240208
4.600000,53.933445
4.800000,49.626997
5.000000,45.374808
5.200000,41.239574
5.400000,37.152877
5.600000,33.176669
5.800000,29.354540
6.000000,25.688109
6.200000,22.512423
6.400000,19.537200
6.600000,16.792413
6.800000,14.428106
7.000000,12.213276
7.200000,10.361381
7.400000,8.641336
7.600000,7.227414
7.800000,5.957871
8.000000,4.874631
8.200000,3.957678
8.400000,3.170252
8.600000,2.528679
8.800000,1.989520
9.000000,1.544328
9.200000,1.210056
9.400000,0.901317
9.600000,0.683691
9.800000,0.497476
10.000000,0.369126
10.200000,0.258865
10.400000,0.176974
10.600000,0.118331
10.800000,0.081094
11.000000,0.056359
11.200000,0.035150
11.400000,0.021229
11.600000,0.012170
11.800000,0.006767
12.000000,0.004189
12.200000,0.002377
12.400000,0.001235
12.600000,0.000602
12.800000,0.000274
13.000000,0.000121
13.200000,0.000049
13.400000,0.000026
13.600000,0.000010
13.800000,0.000003
14.000000,0.000000
14.200000,0.000000
14.400000,0.000000
14.600000,0.000000
14.800000,0.000000
15.000000,0.000000
15.200000,0.000000
15.400000,0.000000
15.600000,0.000000
15.800000,0.000000
