cosphi,flux
-1.000000,3986.088035
-0.990000,1273.817443
-0.980000,678.103486
-0.970000,446.810042
-0.960000,326.173585
-0.950000,246.778101
-0.940000,197.500328
-0.930000,158.017942
-0.920000,133.484286
-0.910000,110.855166
-0.900000,101.557172
-0.890000,83.448535
-0.880000,75.342301
-0.870000,67.632644
-0.860000,60.250439
-0.850000,53.178734
-0.840000,53.625368
-0.830000,47.717212
-0.820000,42.302202
-0.810000,36.881908
-0.800000,37.087270
-0.790000,31.940834
-0.780000,32.140893
-0.770000,27.522147
-0.760000,28.052833
-0.750000,28.320389
-0.740000,24.218495
-0.730000,24.360451
-0.720000,20.317479
-0.710000,20.527310
-0.700000,20.752112
-0.690000,17.293621
-0.680000,17.460561
-0.670000,17.537597
-0.660000,17.689157
-0.650000,14.392723
-0.640000,14.422909
-0.630000,14.486831
-0.620000,14.807847
-0.610000,11.850573
-0.600000,11.980445
-0.590000,12.055847
-0.580000,12.097681
-0.570000,12.179541
-0.560000,12.282428
-0.550000,9.615891
-0.540000,9.665782
-0.530000,9.727513
-0.520000,9.831850
-0.510000,9.928742
-0.500000,9.952815
-0.490000,9.981278
-0.480000,7.705909
-0.470000,7.792885
-0.460000,7.862696
-0.450000,7.940070
-0.440000,7.996416
-0.430000,8.020451
-0.420000,8.122481
-0.410000,8.184053
-0.400000,8.200216
-0.390000,6.050359
-0.380000,6.172617
-0.370000,6.267684
-0.360000,6.304104
-0.350000,6.374098
-0.340000,6.423628
-0.330000,6.464492
-0.320000,6.565840
-0.310000,6.617391
-0.300000,6.703138
-0.290000,6.739292
-0.280000,6.783790
-0.270000,6.832102
-0.260000,6.912686
-0.250000,6.953865
-0.240000,7.108074
-0.230000,5.249003
-0.220000,5.287859
-0.210000,5.328632
-0.200000,5.356403
-0.190000,5.365009
-0.180000,5.452392
-0.170000,5.524407
-0.160000,5.548729
-0.150000,5.575124
-0.140000,5.661844
-0.130000,5.758517
-0.120000,5.821856
-0.110000,5.868235
-0.100000,5.911791
-0.090000,5.957813
-0.080000,5.994523
-0.070000,6.090009
-0.060000,6.146091
-0.050000,6.202435
-0.040000,6.267444
-0.030000,6.313923
-0.020000,6.431965
-0.010000,6.535880
0.000000,6.578064
0.010000,6.606117
0.020000,6.707084
0.030000,6.795872
0.040000,6.875389
0.050000,6.954584
0.060000,6.993679
0.070000,7.065573
0.080000,7.198705
0.090000,7.285893
0.100000,7.340959
0.110000,7.440671
0.120000,7.498020
0.130000,7.582742
0.140000,7.730327
0.150000,7.794656
0.160000,7.889121
0.170000,7.984788
0.180000,8.072208
0.190000,8.166114
0.200000,8.276019
0.210000,8.337697
0.220000,8.484792
0.230000,8.571319
0.240000,8.649877
0.250000,8.823752
0.260000,8.930967
0.270000,9.075928
0.280000,9.197527
0.290000,9.327973
0.300000,9.467436
0.310000,9.613940
0.320000,9.745091
0.330000,9.890414
0.340000,10.023130
0.350000,10.158109
0.360000,10.311115
0.370000,10.451292
0.380000,10.554277
0.390000,10.720422
0.400000,10.866570
0.410000,10.953726
0.420000,11.166254
0.430000,11.430575
0.440000,11.648293
0.450000,11.830579
0.460000,12.026690
0.470000,12.209423
0.480000,12.413403
0.490000,12.596891
0.500000,12.772618
0.510000,12.936858
0.520000,13.180027
0.530000,13.485011
0.540000,13.792440
0.550000,14.054360
0.560000,14.257594
0.570000,14.512660
0.580000,14.688539
0.590000,14.952424
0.600000,15.364251
0.610000,15.724929
0.620000,16.013540
0.630000,16.228292
0.640000,16.446185
0.650000,16.934200
0.660000,17.356681
0.670000,17.684453
0.680000,17.933578
0.690000,18.380295
0.700000,18.955933
0.710000,19.313999
0.720000,19.572453
0.730000,20.265120
0.740000,20.761685
0.750000,21.058864
0.760000,21.778056
0.770000,22.239829
0.780000,22.889880
0.790000,23.395043
0.800000,24.074695
0.810000,24.601473
0.820000,25.472463
0.830000,26.107365
0.840000,26.865244
0.850000,27.701664
0.860000,28.575146
0.870000,29.454990
0.880000,30.346246
0.890000,31.352083
0.900000,32.441137
0.910000,33.588621
0.920000,34.742373
0.930000,35.939239
0.940000,37.389972
0.950000,38.766535
0.960000,40.183444
0.970000,41.929262
0.980000,43.560669
0.990000,45.367715
1.000000,47.321727
