energy,flux
0.000000,0.000000
0.200000,0.000000
0.400000,0.000000
0.600000,0.000000
0.800000,0.000000
1.000000,0.000000
1.200000,0.000000
1.400000,0.136617
1.600000,39.736909
1.800000,345.183338
2.000000,1390.559642
2.200000,3822.240229
2.400000,8062.275054
2.600000,14923.897426
2.800000,24204.355829
3.000000,36018.852963
3.200000,50366.968339
3.400000,66333.941348
3.600000,84090.645277
3.800000,103070.850978
4.000000,123109.925335
4.200000,144235.904960
4.400000,166132.623447
4.600000,188760.055683
4.800000,212037.515844
5.000000,235765.834552
5.200000,259110.934772
5.400000,282101.954337
5.600000,304421.751595
5.800000,324490.645927
6.000000,342898.394146
6.200000,358189.689924
6.400000,370176.203311
6.600000,379488.140758
6.800000,383092.982043
7.000000,383767.357339
7.200000,380620.964143
7.400000,371991.074873
7.600000,360352.503210
7.800000,345840.856742
8.000000,327630.239356
8.200000,306864.028605
8.400000,285039.048037
8.600000,262701.211025
8.800000,239949.953119
9.000000,216636.928495
9.200000,194240.121339
9.400000,172851.166092
9.600000,152669.120637
9.800000,133726.888111
10.000000,115698.967514
10.200000,99115.195443
10.400000,84090.333771
10.600000,70603.373066
10.800000,58616.176639
11.000000,48066.625284
11.200000,38853.976040
11.400000,30814.843551
11.600000,23997.293965
11.800000,18334.457183
12.000000,13713.834140
12.200000,10015.257050
12.400000,7122.362966
12.600000,4916.682727
12.800000,3284.920465
13.000000,2118.291761
13.200000,1314.026868
13.400000,783.440812
13.600000,449.785831
13.800000,248.636886
14.000000,132.264807
14.200000,67.535448
14.400000,32.901608
14.600000,15.118435
14.800000,6.418491
15.000000,2.430207
15.200000,0.792360
15.400000,0.201255
15.600000,0.029931
15.800000,0.000000
