energy,flux
0.000000,0.000000
0.200000,602.510220
0.400000,2347.598037
0.600000,5141.595962
0.800000,8890.830178
1.000000,13501.616284
1.200000,18880.250967
1.400000,24932.993722
1.600000,31566.018927
1.800000,38685.195829
2.000000,46186.512364
2.200000,53836.321313
2.400000,61057.515647
2.600000,67172.450598
2.800000,71737.589625
3.000000,74568.920137
3.200000,75735.313737
3.400000,75334.005906
3.600000,73681.428662
3.800000,71013.581004
4.000000,67624.220488
4.200000,63436.442861
4.400000,59042.584031
4.600000,54668.269425
4.800000,50323.969645
5.000000,46025.572721
5.200000,41800.569495
5.400000,37664.664484
5.600000,33642.772779
5.800000,29755.492108
6.000000,26028.128036
6.200000,22814.463825
6.400000,19791.580619
6.600000,17020.418715
6.800000,14609.020635
7.000000,12389.732954
7.200000,10491.323518
7.400000,8762.287902
7.600000,7306.929106
7.800000,6026.973466
8.000000,4911.935383
8.200000,3997.892193
8.400000,3205.910877
8.600000,2549.163689
8.800000,2006.204050
9.000000,1558.248554
9.200000,1190.160286
9.400000,902.511042
9.600000,670.764201
9.800000,491.160275
10.000000,357.065202
10.200000,252.101179
10.400000,173.401532
10.600000,117.244218
10.800000,76.217811
11.000000,50.630290
11.200000,31.313275
11.400000,19.357259
11.600000,11.181335
11.800000,6.146222
12.000000,3.622768
12.200000,2.004920
12.400000,1.030041
12.600000,0.496228
12.800000,0.233309
13.000000,0.105601
13.200000,0.041305
13.400000,0.017985
13.600000,0.005866
13.800000,0.001177
14.000000,0.000000
14.200000,0.000000
14.400000,0.000000
14.600000,0.000000
14.800000,0.000000
15.000000,0.000000
15.200000,0.000000
15.400000,0.000000
15.600000,0.000000
15.800000,0.000000
