energy,flux
0.000000,0.000000
0.200000,0.001012
0.400000,0.003952
0.600000,0.008676
0.800000,0.015038
1.000000,0.022894
1.200000,0.032101
1.400000,0.042513
1.600000,0.053985
1.800000,0.066374
2.000000,0.079534
2.200000,0.093320
2.400000,0.107588
2.600000,0.122190
2.800000,0.136907
3.000000,0.150775
3.200000,0.160286
3.400000,0.161747
3.600000,0.150203
3.800000,0.138122
4.000000,0.105660
4.200000,0.082218
4.400000,0.059341
4.600000,0.050233
4.800000,0.034231
5.000000,0.021507
5.200000,0.016079
5.400000,0.014153
5.600000,0.012709
5.800000,0.011397
6.000000,0.010122
6.200000,0.008882
6.400000,0.007676
6.600000,0.006502
6.800000,0.005402
7.000000,0.004335
7.200000,0.003440
7.400000,0.002804
7.600000,0.002187
7.800000,0.001705
8.000000,0.001330
8.200000,0.000999
8.400000,0.000760
8.600000,0.000558
8.800000,0.000413
9.000000,0.000293
9.200000,0.000209
9.400000,0.000145
9.600000,0.000097
9.800000,0.000066
10.000000,0.000042
10.200000,0.000028
10.400000,0.000017
10.600000,0.000010
10.800000,0.000006
11.000000,0.000004
11.200000,0.000002
11.400000,0.000001
11.600000,0.000001
11.800000,0.000000
12.000000,0.000000
12.200000,0.000000
12.400000,0.000000
12.600000,0.000000
12.800000,0.000000
13.000000,0.000000
13.200000,0.000000
13.400000,0.000000
13.600000,0.000000
13.800000,0.000000
14.000000,0.000000
14.200000,0.000000
14.400000,0.000000
14.600000,0.000000
14.800000,0.000000
15.000000,0.000000
15.200000,0.000000
15.400000,0.000000
15.600000,0.000000
15.800000,0.000000
