cosphi,flux
-1.000000,0.802042
-0.990000,0.241073
-0.980000,0.125750
-0.970000,0.082871
-0.960000,0.059472
-0.950000,0.044590
-0.940000,0.036013
-0.930000,0.030694
-0.920000,0.025931
-0.910000,0.021660
-0.900000,0.017904
-0.890000,0.016181
-0.880000,0.014615
-0.870000,0.013129
-0.860000,0.011748
-0.850000,0.010458
-0.840000,0.009314
-0.830000,0.008185
-0.820000,0.008182
-0.810000,0.007193
-0.800000,0.007246
-0.790000,0.006406
-0.780000,0.006426
-0.770000,0.005616
-0.760000,0.005686
-0.750000,0.004910
-0.740000,0.004944
-0.730000,0.004961
-0.720000,0.004246
-0.710000,0.004245
-0.700000,0.004267
-0.690000,0.003654
-0.680000,0.003667
-0.670000,0.003670
-0.660000,0.003090
-0.650000,0.003092
-0.640000,0.003114
-0.630000,0.003116
-0.620000,0.003115
-0.610000,0.002613
-0.600000,0.002658
-0.590000,0.002699
-0.580000,0.002711
-0.570000,0.002714
-0.560000,0.002239
-0.550000,0.002248
-0.540000,0.002251
-0.530000,0.002259
-0.520000,0.002260
-0.510000,0.002259
-0.500000,0.002273
-0.490000,0.001862
-0.480000,0.001862
-0.470000,0.001879
-0.460000,0.001911
-0.450000,0.001917
-0.440000,0.001928
-0.430000,0.001947
-0.420000,0.001973
-0.410000,0.001986
-0.400000,0.001991
-0.390000,0.001633
-0.380000,0.001632
-0.370000,0.001642
-0.360000,0.001643
-0.350000,0.001652
-0.340000,0.001652
-0.330000,0.001663
-0.320000,0.001666
-0.310000,0.001666
-0.300000,0.001677
-0.290000,0.001695
-0.280000,0.001698
-0.270000,0.001698
-0.260000,0.001715
-0.250000,0.001748
-0.240000,0.001763
-0.230000,0.001470
-0.220000,0.001471
-0.210000,0.001479
-0.200000,0.001486
-0.190000,0.001496
-0.180000,0.001497
-0.170000,0.001497
-0.160000,0.001508
-0.150000,0.001514
-0.140000,0.001528
-0.130000,0.001530
-0.120000,0.001531
-0.110000,0.001544
-0.100000,0.001551
-0.090000,0.001570
-0.080000,0.001574
-0.070000,0.001576
-0.060000,0.001576
-0.050000,0.001594
-0.040000,0.001618
-0.030000,0.001628
-0.020000,0.001633
-0.010000,0.001636
0.000000,0.001642
0.010000,0.001651
0.020000,0.001658
0.030000,0.001675
0.040000,0.001683
0.050000,0.001691
0.060000,0.001698
0.070000,0.001700
0.080000,0.001716
0.090000,0.001726
0.100000,0.001726
0.110000,0.001740
0.120000,0.001746
0.130000,0.001747
0.140000,0.001774
0.150000,0.001780
0.160000,0.001799
0.170000,0.001811
0.180000,0.001821
0.190000,0.001836
0.200000,0.001845
0.210000,0.001856
0.220000,0.001866
0.230000,0.001870
0.240000,0.001879
0.250000,0.001883
0.260000,0.001886
0.270000,0.001889
0.280000,0.001904
0.290000,0.001933
0.300000,0.001950
0.310000,0.001974
0.320000,0.001988
0.330000,0.001996
0.340000,0.002000
0.350000,0.002002
0.360000,0.002002
0.370000,0.002021
0.380000,0.002053
0.390000,0.002064
0.400000,0.002082
0.410000,0.002088
0.420000,0.002089
0.430000,0.002088
0.440000,0.002117
0.450000,0.002136
0.460000,0.002138
0.470000,0.002159
0.480000,0.002171
0.490000,0.002193
0.500000,0.002208
0.510000,0.002228
0.520000,0.002244
0.530000,0.002254
0.540000,0.002265
0.550000,0.002286
0.560000,0.002297
0.570000,0.002307
0.580000,0.002313
0.590000,0.002331
0.600000,0.002342
0.610000,0.002361
0.620000,0.002379
0.630000,0.002418
0.640000,0.002430
0.650000,0.002454
0.660000,0.002465
0.670000,0.002475
0.680000,0.002487
0.690000,0.002491
0.700000,0.002516
0.710000,0.002550
0.720000,0.002572
0.730000,0.002584
0.740000,0.002597
0.750000,0.002605
0.760000,0.002610
0.770000,0.002657
0.780000,0.002686
0.790000,0.002700
0.800000,0.002725
0.810000,0.002734
0.820000,0.002764
0.830000,0.002783
0.840000,0.002804
0.850000,0.002811
0.860000,0.002838
0.870000,0.002856
0.880000,0.002875
0.890000,0.002901
0.900000,0.002930
0.910000,0.002957
0.920000,0.002987
0.930000,0.003005
0.940000,0.003024
0.950000,0.003038
0.960000,0.003072
0.970000,0.003106
0.980000,0.003131
0.990000,0.003149
1.000000,0.003163
