energy,flux
0.000000,0.000000
0.200000,0.000000
0.400000,0.000000
0.600000,0.000000
0.800000,0.000000
1.000000,0.000000
1.200000,0.000000
1.400000,0.000000
1.600000,0.000000
1.800000,0.000000
2.000000,0.000000
2.200000,0.000000
2.400000,0.000000
2.600000,0.000000
2.800000,0.000000
3.000000,0.000000
3.200000,0.000000
3.400000,0.000000
3.600000,0.000000
3.800000,0.000000
4.000000,0.000000
4.200000,0.000000
4.400000,0.000000
4.600000,0.000000
4.800000,0.000000
5.000000,0.000000
5.200000,0.000000
5.400000,0.000000
5.600000,0.000000
5.800000,0.000000
6.000000,0.000000
6.200000,188998.662803
6.400000,261677.228315
6.600000,313005.886492
6.800000,352133.348235
7.000000,382630.933175
7.200000,406355.451307
7.400000,424438.052325
7.600000,437637.863652
7.800000,446514.977970
8.000000,451510.819632
8.200000,452984.543393
8.400000,451246.018004
8.600000,446576.677501
8.800000,439232.865293
9.000000,429453.859630
9.200000,417470.830155
9.400000,403505.515584
9.600000,387779.409957
9.800000,370507.523671
10.000000,351908.292000
10.200000,332195.809014
10.400000,311578.172180
10.600000,290267.752163
10.800000,268476.274117
11.000000,246414.253050
11.200000,224286.953166
11.400000,202300.761760
11.600000,180653.240419
11.800000,159543.335074
12.000000,139159.289928
12.200000,119686.440564
12.400000,101299.837462
12.600000,84162.647792
12.800000,68425.540075
13.000000,54215.476297
13.200000,41674.934408
13.400000,30899.320365
13.600000,21937.780187
13.800000,14816.693344
14.000000,9476.331508
14.200000,5740.380965
14.400000,3310.947758
14.600000,1834.233000
14.800000,979.951209
15.000000,502.201721
15.200000,243.621964
15.400000,109.523836
15.600000,44.644615
15.800000,15.791294
