energy,flux
0.000000,0.000000
0.200000,10.545080
0.400000,40.848236
0.600000,88.909677
0.800000,152.723756
1.000000,230.258391
1.200000,317.960379
1.400000,376.063589
1.600000,365.038841
1.800000,320.764557
2.000000,278.033683
2.200000,244.830117
2.400000,221.720003
2.600000,204.636527
2.800000,191.852175
3.000000,180.322718
3.200000,169.329693
3.400000,157.531072
3.600000,146.031477
3.800000,134.693605
4.000000,123.367010
4.200000,112.349233
4.400000,101.376628
4.600000,90.742364
4.800000,80.526362
5.000000,71.261531
5.200000,62.898583
5.400000,54.923741
5.600000,48.087520
5.800000,41.716086
6.000000,36.119594
6.200000,31.122052
6.400000,26.715775
6.600000,22.856247
6.800000,19.422063
7.000000,16.449827
7.200000,13.880767
7.400000,11.575563
7.600000,9.695970
7.800000,8.008594
8.000000,6.613604
8.200000,5.407001
8.400000,4.351055
8.600000,3.552465
8.800000,2.844779
9.000000,2.247746
9.200000,1.774279
9.400000,1.361999
9.600000,1.059337
9.800000,0.811833
10.000000,0.616672
10.200000,0.465016
10.400000,0.341827
10.600000,0.242774
10.800000,0.171949
11.000000,0.116577
11.200000,0.082023
11.400000,0.056179
11.600000,0.036599
11.800000,0.022402
12.000000,0.013736
12.200000,0.008182
12.400000,0.004682
12.600000,0.002571
12.800000,0.001363
13.000000,0.000694
13.200000,0.000338
13.400000,0.000179
13.600000,0.000092
13.800000,0.000042
14.000000,0.000017
14.200000,0.000006
14.400000,0.000001
14.600000,0.000000
14.800000,0.000000
15.000000,0.000000
15.200000,0.000000
15.400000,0.000000
15.600000,0.000000
15.800000,0.000000
