cosphi,flux
-1.000000,106.170773
-0.990000,0.219979
-0.980000,0.221700
-0.970000,0.222123
-0.960000,0.224324
-0.950000,0.000353
-0.940000,0.000354
-0.930000,0.000360
-0.920000,0.000363
-0.910000,0.000364
-0.900000,0.000368
-0.890000,0.000371
-0.880000,0.000374
-0.870000,0.000375
-0.860000,0.000376
-0.850000,0.000376
-0.840000,0.000378
-0.830000,0.000380
-0.820000,0.000382
-0.810000,0.000385
-0.800000,0.000387
-0.790000,0.000388
-0.780000,0.000389
-0.770000,0.000393
-0.760000,0.000398
-0.750000,0.000402
-0.740000,0.000406
-0.730000,0.000408
-0.720000,0.000409
-0.710000,0.000412
-0.700000,0.000415
-0.690000,0.000423
-0.680000,0.000429
-0.670000,0.000432
-0.660000,0.000435
-0.650000,0.000437
-0.640000,0.000438
-0.630000,0.000440
-0.620000,0.000449
-0.610000,0.000453
-0.600000,0.000458
-0.590000,0.000461
-0.580000,0.000463
-0.570000,0.000465
-0.560000,0.000468
-0.550000,0.000471
-0.540000,0.000473
-0.530000,0.000476
-0.520000,0.000479
-0.510000,0.000483
-0.500000,0.000483
-0.490000,0.000484
-0.480000,0.000495
-0.470000,0.000500
-0.460000,0.000504
-0.450000,0.000508
-0.440000,0.000512
-0.430000,0.000513
-0.420000,0.000518
-0.410000,0.000521
-0.400000,0.000521
-0.390000,0.000525
-0.380000,0.000535
-0.370000,0.000543
-0.360000,0.000546
-0.350000,0.000552
-0.340000,0.000556
-0.330000,0.000560
-0.320000,0.000568
-0.310000,0.000573
-0.300000,0.000580
-0.290000,0.000583
-0.280000,0.000586
-0.270000,0.000589
-0.260000,0.000596
-0.250000,0.000600
-0.240000,0.000612
-0.230000,0.000618
-0.220000,0.000622
-0.210000,0.000627
-0.200000,0.000630
-0.190000,0.000631
-0.180000,0.000640
-0.170000,0.000648
-0.160000,0.000651
-0.150000,0.000654
-0.140000,0.000664
-0.130000,0.000676
-0.120000,0.000683
-0.110000,0.000688
-0.100000,0.000693
-0.090000,0.000698
-0.080000,0.000702
-0.070000,0.000713
-0.060000,0.000719
-0.050000,0.000725
-0.040000,0.000733
-0.030000,0.000738
-0.020000,0.000752
-0.010000,0.000764
0.000000,0.000769
0.010000,0.000773
0.020000,0.000784
0.030000,0.000794
0.040000,0.000803
0.050000,0.000812
0.060000,0.000816
0.070000,0.000824
0.080000,0.000840
0.090000,0.000850
0.100000,0.000856
0.110000,0.000867
0.120000,0.000874
0.130000,0.000883
0.140000,0.000900
0.150000,0.000907
0.160000,0.000918
0.170000,0.000929
0.180000,0.000939
0.190000,0.000949
0.200000,0.000961
0.210000,0.000968
0.220000,0.000985
0.230000,0.000994
0.240000,0.001003
0.250000,0.001023
0.260000,0.001036
0.270000,0.001053
0.280000,0.001066
0.290000,0.001081
0.300000,0.001097
0.310000,0.001114
0.320000,0.001129
0.330000,0.001145
0.340000,0.001160
0.350000,0.001175
0.360000,0.001192
0.370000,0.001207
0.380000,0.001219
0.390000,0.001237
0.400000,0.001253
0.410000,0.001263
0.420000,0.001287
0.430000,0.001317
0.440000,0.001342
0.450000,0.001362
0.460000,0.001384
0.470000,0.001404
0.480000,0.001428
0.490000,0.001448
0.500000,0.001468
0.510000,0.001486
0.520000,0.001513
0.530000,0.001548
0.540000,0.001582
0.550000,0.001611
0.560000,0.001634
0.570000,0.001662
0.580000,0.001682
0.590000,0.001711
0.600000,0.001757
0.610000,0.001797
0.620000,0.001829
0.630000,0.001853
0.640000,0.001877
0.650000,0.001931
0.660000,0.001978
0.670000,0.002014
0.680000,0.002042
0.690000,0.002092
0.700000,0.002156
0.710000,0.002196
0.720000,0.002225
0.730000,0.002301
0.740000,0.002356
0.750000,0.002389
0.760000,0.002468
0.770000,0.002519
0.780000,0.002590
0.790000,0.002646
0.800000,0.002720
0.810000,0.002778
0.820000,0.002874
0.830000,0.002944
0.840000,0.003028
0.850000,0.003119
0.860000,0.003215
0.870000,0.003312
0.880000,0.003409
0.890000,0.003520
0.900000,0.003639
0.910000,0.003764
0.920000,0.003890
0.930000,0.004020
0.940000,0.004179
0.950000,0.004329
0.960000,0.004483
0.970000,0.004673
0.980000,0.004850
0.990000,0.005046
1.000000,0.005258
