energy,flux
0.000000,0.000000
0.200000,0.000000
0.400000,0.000000
0.600000,0.000000
0.800000,0.000000
1.000000,0.000000
1.200000,0.000000
1.400000,0.000000
1.600000,0.000000
1.800000,0.000000
2.000000,0.000000
2.200000,0.000000
2.400000,0.000048
2.600000,0.000381
2.800000,0.001999
3.000000,0.006615
3.200000,0.016703
3.400000,0.033453
3.600000,0.061577
3.800000,0.109544
4.000000,0.165886
4.200000,0.252303
4.400000,0.355565
4.600000,0.488284
4.800000,0.637800
5.000000,0.787079
5.200000,0.935738
5.400000,1.109143
5.600000,1.265036
5.800000,1.459331
6.000000,1.628358
6.200000,1.798812
6.400000,1.948281
6.600000,2.054589
6.800000,2.138864
7.000000,2.209673
7.200000,2.237749
7.400000,2.217810
7.600000,2.228374
7.800000,2.169558
8.000000,2.103317
8.200000,2.022230
8.400000,1.905977
8.600000,1.782395
8.800000,1.649581
9.000000,1.508250
9.200000,1.366490
9.400000,1.201746
9.600000,1.062366
9.800000,0.894195
10.000000,0.756100
10.200000,0.637039
10.400000,0.519025
10.600000,0.433940
10.800000,0.346048
11.000000,0.271623
11.200000,0.216899
11.400000,0.166029
11.600000,0.121631
11.800000,0.094173
12.000000,0.066669
12.200000,0.048919
12.400000,0.033786
12.600000,0.023650
12.800000,0.014038
13.000000,0.009137
13.200000,0.005092
13.400000,0.003474
13.600000,0.002141
13.800000,0.000857
14.000000,0.000571
14.200000,0.000333
14.400000,0.000048
14.600000,0.000000
14.800000,0.000000
15.000000,0.000000
15.200000,0.000048
15.400000,0.000000
15.600000,0.000000
15.800000,0.000000
