cosphi,flux
-1.000000,2.375571
-0.990000,0.006977
-0.980000,0.007004
-0.970000,0.007011
-0.960000,0.007053
-0.950000,0.007064
-0.940000,0.007071
-0.930000,0.007203
-0.920000,0.007254
-0.910000,0.007277
-0.900000,0.007368
-0.890000,0.007430
-0.880000,0.007472
-0.870000,0.007498
-0.860000,0.007511
-0.850000,0.007513
-0.840000,0.007562
-0.830000,0.007591
-0.820000,0.007645
-0.810000,0.007703
-0.800000,0.007739
-0.790000,0.007754
-0.780000,0.007773
-0.770000,0.007851
-0.760000,0.007964
-0.750000,0.008040
-0.740000,0.008119
-0.730000,0.008155
-0.720000,0.008171
-0.710000,0.008238
-0.700000,0.008301
-0.690000,0.008465
-0.680000,0.008585
-0.670000,0.008642
-0.660000,0.008701
-0.650000,0.008742
-0.640000,0.008760
-0.630000,0.008801
-0.620000,0.008973
-0.610000,0.009057
-0.600000,0.009166
-0.590000,0.009222
-0.580000,0.009252
-0.570000,0.009299
-0.560000,0.009351
-0.550000,0.009411
-0.540000,0.009451
-0.530000,0.009512
-0.520000,0.009585
-0.510000,0.009653
-0.500000,0.009670
-0.490000,0.009682
-0.480000,0.009891
-0.470000,0.010004
-0.460000,0.010080
-0.450000,0.010166
-0.440000,0.010231
-0.430000,0.010255
-0.420000,0.010360
-0.410000,0.010411
-0.400000,0.010424
-0.390000,0.010495
-0.380000,0.010697
-0.370000,0.010851
-0.360000,0.010911
-0.350000,0.011034
-0.340000,0.011112
-0.330000,0.011199
-0.320000,0.011367
-0.310000,0.011454
-0.300000,0.011598
-0.290000,0.011654
-0.280000,0.011722
-0.270000,0.011789
-0.260000,0.011919
-0.250000,0.011992
-0.240000,0.012248
-0.230000,0.012352
-0.220000,0.012440
-0.210000,0.012531
-0.200000,0.012592
-0.190000,0.012611
-0.180000,0.012809
-0.170000,0.012968
-0.160000,0.013022
-0.150000,0.013082
-0.140000,0.013289
-0.130000,0.013510
-0.120000,0.013657
-0.110000,0.013762
-0.100000,0.013858
-0.090000,0.013961
-0.080000,0.014041
-0.070000,0.014259
-0.060000,0.014384
-0.050000,0.014509
-0.040000,0.014660
-0.030000,0.014766
-0.020000,0.015049
-0.010000,0.015290
0.000000,0.015388
0.010000,0.015453
0.020000,0.015678
0.030000,0.015884
0.040000,0.016064
0.050000,0.016241
0.060000,0.016328
0.070000,0.016487
0.080000,0.016801
0.090000,0.017001
0.100000,0.017125
0.110000,0.017347
0.120000,0.017474
0.130000,0.017666
0.140000,0.018004
0.150000,0.018149
0.160000,0.018360
0.170000,0.018573
0.180000,0.018773
0.190000,0.018983
0.200000,0.019227
0.210000,0.019362
0.220000,0.019694
0.230000,0.019885
0.240000,0.020062
0.250000,0.020467
0.260000,0.020718
0.270000,0.021052
0.280000,0.021326
0.290000,0.021629
0.300000,0.021944
0.310000,0.022276
0.320000,0.022571
0.330000,0.022898
0.340000,0.023195
0.350000,0.023497
0.360000,0.023835
0.370000,0.024147
0.380000,0.024373
0.390000,0.024741
0.400000,0.025061
0.410000,0.025251
0.420000,0.025732
0.430000,0.026343
0.440000,0.026836
0.450000,0.027246
0.460000,0.027683
0.470000,0.028088
0.480000,0.028557
0.490000,0.028967
0.500000,0.029356
0.510000,0.029716
0.520000,0.030263
0.530000,0.030952
0.540000,0.031647
0.550000,0.032229
0.560000,0.032677
0.570000,0.033246
0.580000,0.033636
0.590000,0.034220
0.600000,0.035145
0.610000,0.035947
0.620000,0.036584
0.630000,0.037053
0.640000,0.037535
0.650000,0.038622
0.660000,0.039557
0.670000,0.040279
0.680000,0.040832
0.690000,0.041833
0.700000,0.043124
0.710000,0.043919
0.720000,0.044492
0.730000,0.046022
0.740000,0.047126
0.750000,0.047782
0.760000,0.049357
0.770000,0.050383
0.780000,0.051804
0.790000,0.052913
0.800000,0.054401
0.810000,0.055560
0.820000,0.057487
0.830000,0.058889
0.840000,0.060554
0.850000,0.062381
0.860000,0.064291
0.870000,0.066232
0.880000,0.068178
0.890000,0.070394
0.900000,0.072780
0.910000,0.075286
0.920000,0.077809
0.930000,0.080409
0.940000,0.083586
0.950000,0.086580
0.960000,0.089653
0.970000,0.093458
0.980000,0.096995
0.990000,0.100917
1.000000,0.105153
