energy,flux
0.000000,0.000000
0.500000,90089.372419
1.000000,120698.300058
1.500000,109659.763571
2.000000,93734.125603
2.500000,76833.822781
3.000000,60605.786459
3.500000,47222.731968
4.000000,36048.592691
4.500000,27109.747899
5.000000,20047.475558
5.500000,14509.291013
6.000000,10418.153605
6.500000,7231.651697
7.000000,4961.102000
7.500000,3274.579959
8.000000,2102.851740
8.500000,1319.422317
9.000000,761.916528
9.500000,436.514523
10.000000,230.828014
10.500000,117.212906
11.000000,49.384612
11.500000,20.545481
12.000000,7.217390
12.500000,2.012698
13.000000,0.446817
13.500000,0.076088
14.000000,0.008070
14.500000,0.000000
15.000000,0.000000
15.500000,0.000000
