cosphi,flux
-1.000000,61.822279
-0.990000,61.784344
-0.980000,61.715169
-0.970000,62.569064
-0.960000,62.914896
-0.950000,62.991534
-0.940000,62.972523
-0.930000,63.472808
-0.920000,63.938155
-0.910000,65.218509
-0.900000,65.777327
-0.890000,66.388813
-0.880000,66.658539
-0.870000,66.727833
-0.860000,66.793021
-0.850000,67.187570
-0.840000,67.747359
-0.830000,68.497363
-0.820000,68.822978
-0.810000,68.885886
-0.800000,68.935468
-0.790000,68.884711
-0.780000,69.341101
-0.770000,70.273507
-0.760000,70.527884
-0.750000,70.619656
-0.740000,71.413404
-0.730000,71.752008
-0.720000,72.259610
-0.710000,72.943742
-0.700000,73.078728
-0.690000,73.073506
-0.680000,74.060213
-0.670000,74.829317
-0.660000,75.639615
-0.650000,76.547496
-0.640000,76.660933
-0.630000,76.759834
-0.620000,76.784505
-0.610000,77.029464
-0.600000,77.318964
-0.590000,77.929291
-0.580000,78.477289
-0.570000,79.139884
-0.560000,79.414570
-0.550000,79.836898
-0.540000,80.210050
-0.530000,80.389592
-0.520000,80.637676
-0.510000,81.343714
-0.500000,82.965368
-0.490000,83.792201
-0.480000,84.330029
-0.470000,84.736938
-0.460000,85.350404
-0.450000,85.541336
-0.440000,85.834207
-0.430000,86.797052
-0.420000,87.589047
-0.410000,88.215766
-0.400000,88.340624
-0.390000,88.291706
-0.380000,89.214101
-0.370000,89.490029
-0.360000,90.383700
-0.350000,90.979761
-0.340000,91.180487
-0.330000,92.273227
-0.320000,92.582194
-0.310000,92.806789
-0.300000,93.206837
-0.290000,95.371774
-0.280000,96.018860
-0.270000,96.475087
-0.260000,97.043539
-0.250000,97.612121
-0.240000,98.195030
-0.230000,99.459251
-0.220000,100.216438
-0.210000,100.872456
-0.200000,100.974204
-0.190000,101.423844
-0.180000,102.425968
-0.170000,103.661979
-0.160000,104.418137
-0.150000,105.093965
-0.140000,105.654283
-0.130000,105.827327
-0.120000,106.708884
-0.110000,108.231998
-0.100000,109.333460
-0.090000,109.766572
-0.080000,110.730167
-0.070000,110.918502
-0.060000,111.697770
-0.050000,113.359587
-0.040000,114.452597
-0.030000,115.179202
-0.020000,116.391833
-0.010000,116.708156
0.000000,117.583576
0.010000,118.749023
0.020000,119.623757
0.030000,120.310448
0.040000,122.092709
0.050000,122.518157
0.060000,123.492753
0.070000,124.995538
0.080000,125.305381
0.090000,127.144456
0.100000,128.202216
0.110000,128.680751
0.120000,129.907817
0.130000,131.253128
0.140000,131.993926
0.150000,132.980649
0.160000,134.639262
0.170000,135.696952
0.180000,137.181939
0.190000,138.399203
0.200000,139.347424
0.210000,141.079840
0.220000,141.883806
0.230000,143.858451
0.240000,144.542934
0.250000,146.222697
0.260000,147.675231
0.270000,148.330735
0.280000,149.884970
0.290000,150.807529
0.300000,151.888591
0.310000,153.242032
0.320000,155.643161
0.330000,157.434644
0.340000,159.144201
0.350000,161.158630
0.360000,162.695157
0.370000,163.983581
0.380000,165.054950
0.390000,165.916974
0.400000,166.577936
0.410000,170.052323
0.420000,172.570039
0.430000,174.546886
0.440000,176.219584
0.450000,177.411439
0.460000,178.072932
0.470000,179.318793
0.480000,183.135539
0.490000,185.767977
0.500000,187.015257
0.510000,188.324359
0.520000,188.966611
0.530000,193.310131
0.540000,196.077839
0.550000,197.674482
0.560000,198.870201
0.570000,201.622373
0.580000,205.016391
0.590000,206.819924
0.600000,207.486647
0.610000,211.776519
0.620000,213.924870
0.630000,215.514764
0.640000,218.732305
0.650000,221.028770
0.660000,223.039940
0.670000,226.517245
0.680000,229.583284
0.690000,232.431277
0.700000,235.937158
0.710000,237.753379
0.720000,241.335470
0.730000,243.706344
0.740000,246.891605
0.750000,249.681316
0.760000,253.995418
0.770000,257.149595
0.780000,260.933772
0.790000,263.847169
0.800000,266.516820
0.810000,269.939326
0.820000,274.829602
0.830000,278.936088
0.840000,282.684086
0.850000,286.076737
0.860000,289.866643
0.870000,295.197869
0.880000,298.929586
0.890000,302.494504
0.900000,307.701887
0.910000,312.027915
0.920000,315.114481
0.930000,321.240419
0.940000,324.636345
0.950000,331.438477
0.960000,335.848197
0.970000,340.950442
0.980000,346.029792
0.990000,351.720819
1.000000,357.002773
