energy,flux
0.000000,0.000000
0.200000,0.000000
0.400000,0.000000
0.600000,0.000000
0.800000,0.000000
1.000000,0.000000
1.200000,0.000000
1.400000,0.098572
1.600000,11.334032
1.800000,55.544305
2.000000,136.075354
2.200000,249.877278
2.400000,385.636172
2.600000,546.544183
2.800000,727.790473
3.000000,927.151442
3.200000,1147.580956
3.400000,1377.434704
3.600000,1634.315540
3.800000,1899.851731
4.000000,2181.215689
4.200000,2470.995509
4.400000,2775.172440
4.600000,3093.540846
4.800000,3417.086666
5.000000,3752.778030
5.200000,4096.471108
5.400000,4441.582766
5.600000,4800.335241
5.800000,5161.649977
6.000000,5522.104718
6.200000,5890.095205
6.400000,6255.118954
6.600000,6626.386179
6.800000,6992.958123
7.000000,7362.965449
7.200000,7728.147291
7.400000,8081.586753
7.600000,8437.821050
7.800000,8783.349715
8.000000,9110.636204
8.200000,9421.772561
8.400000,9704.802027
8.600000,9965.977416
8.800000,10183.505817
9.000000,10336.383224
9.200000,10437.385565
9.400000,10464.975181
9.600000,10416.134111
9.800000,10284.974854
10.000000,10036.432260
10.200000,9687.923935
10.400000,9241.909058
10.600000,8706.857386
10.800000,8093.880596
11.000000,7415.239621
11.200000,6680.724951
11.400000,5893.115566
11.600000,5090.423233
11.800000,4301.868439
12.000000,3549.862052
12.200000,2853.202457
12.400000,2228.346697
12.600000,1686.120879
12.800000,1232.749026
13.000000,868.656381
13.200000,587.968602
13.400000,381.946503
13.600000,238.610634
13.800000,143.274434
14.000000,82.575968
14.200000,45.524352
14.400000,23.844400
14.600000,11.720392
14.800000,5.289217
15.000000,2.111880
15.200000,0.722221
15.400000,0.191151
15.600000,0.029377
15.800000,0.000000
