cosphi,flux
-1.000000,78725.504642
-0.990000,21678.397316
-0.980000,10817.985519
-0.970000,6880.801334
-0.960000,4748.081681
-0.950000,3768.982109
-0.940000,2973.854541
-0.930000,2481.490031
-0.920000,2035.770628
-0.910000,1632.956814
-0.900000,1465.841204
-0.890000,1305.385622
-0.880000,1154.394927
-0.870000,1027.920096
-0.860000,904.584615
-0.850000,782.789443
-0.840000,669.691255
-0.830000,674.882114
-0.820000,575.901442
-0.810000,587.071225
-0.800000,492.668995
-0.790000,496.216306
-0.780000,408.597650
-0.770000,411.060417
-0.760000,326.547505
-0.750000,330.481763
-0.740000,338.967663
-0.730000,263.528440
-0.720000,265.043123
-0.710000,268.749927
-0.700000,270.556603
-0.690000,204.695254
-0.680000,208.224610
-0.670000,210.453201
-0.660000,213.300988
-0.650000,151.929620
-0.640000,154.450735
-0.630000,156.029393
-0.620000,157.148798
-0.610000,158.173775
-0.600000,158.654351
-0.590000,105.259944
-0.580000,107.241477
-0.570000,108.471074
-0.560000,109.600891
-0.550000,110.352462
-0.540000,111.908616
-0.530000,113.366998
-0.520000,65.277003
-0.510000,65.962315
-0.500000,67.111322
-0.490000,67.624852
-0.480000,67.991065
-0.470000,68.740830
-0.460000,70.105736
-0.450000,70.977089
-0.440000,71.400955
-0.430000,71.695298
-0.420000,29.802600
-0.410000,29.959018
-0.400000,30.451242
-0.390000,31.076890
-0.380000,31.393246
-0.370000,31.553820
-0.360000,31.723324
-0.350000,32.344581
-0.340000,32.561480
-0.330000,32.730375
-0.320000,33.368728
-0.310000,33.871642
-0.300000,34.375342
-0.290000,34.830007
-0.280000,35.034780
-0.270000,35.215434
-0.260000,36.154787
-0.250000,0.000000
-0.240000,0.000000
-0.230000,0.000000
-0.220000,0.000000
-0.210000,0.000000
-0.200000,0.000000
-0.190000,0.000000
-0.180000,0.000000
-0.170000,0.000000
-0.160000,0.000000
-0.150000,0.000000
-0.140000,0.000000
-0.130000,0.000000
-0.120000,0.000000
-0.110000,0.000000
-0.100000,0.000000
-0.090000,0.000000
-0.080000,0.000000
-0.070000,0.000000
-0.060000,0.000000
-0.050000,0.000000
-0.040000,0.000000
-0.030000,0.000000
-0.020000,0.000000
-0.010000,0.000000
0.000000,0.000000
0.010000,0.000000
0.020000,0.000000
0.030000,0.000000
0.040000,0.000000
0.050000,0.000000
0.060000,0.000000
0.070000,0.000000
0.080000,0.000000
0.090000,0.000000
0.100000,0.000000
0.110000,0.000000
0.120000,0.000000
0.130000,0.000000
0.140000,0.000000
0.150000,0.000000
0.160000,0.000000
0.170000,0.000000
0.180000,0.000000
0.190000,0.000000
0.200000,0.000000
0.210000,0.000000
0.220000,0.000000
0.230000,0.000000
0.240000,0.000000
0.250000,0.000000
0.260000,0.000000
0.270000,0.000000
0.280000,0.000000
0.290000,0.000000
0.300000,0.000000
0.310000,0.000000
0.320000,0.000000
0.330000,0.000000
0.340000,0.000000
0.350000,0.000000
0.360000,0.000000
0.370000,0.000000
0.380000,0.000000
0.390000,0.000000
0.400000,0.000000
0.410000,0.000000
0.420000,0.000000
0.430000,0.000000
0.440000,0.000000
0.450000,0.000000
0.460000,0.000000
0.470000,0.000000
0.480000,0.000000
0.490000,0.000000
0.500000,0.000000
0.510000,0.000000
0.520000,0.000000
0.530000,0.000000
0.540000,0.000000
0.550000,0.000000
0.560000,0.000000
0.570000,0.000000
0.580000,0.000000
0.590000,0.000000
0.600000,0.000000
0.610000,0.000000
0.620000,0.000000
0.630000,0.000000
0.640000,0.000000
0.650000,0.000000
0.660000,0.000000
0.670000,0.000000
0.680000,0.000000
0.690000,0.000000
0.700000,0.000000
0.710000,0.000000
0.720000,0.000000
0.730000,0.000000
0.740000,0.000000
0.750000,0.000000
0.760000,0.000000
0.770000,0.000000
0.780000,0.000000
0.790000,0.000000
0.800000,0.000000
0.810000,0.000000
0.820000,0.000000
0.830000,0.000000
0.840000,0.000000
0.850000,0.000000
0.860000,0.000000
0.870000,0.000000
0.880000,0.000000
0.890000,0.000000
0.900000,0.000000
0.910000,0.000000
0.920000,0.000000
0.930000,0.000000
0.940000,0.000000
0.950000,0.000000
0.960000,0.000000
0.970000,0.000000
0.980000,0.000000
0.990000,0.000000
1.000000,0.000000
