costheta,flux
-1.000000,0.000000
-0.990000,0.000000
-0.980000,0.000000
-0.970000,0.000000
-0.960000,0.000000
-0.950000,0.000000
-0.940000,0.000000
-0.930000,0.000000
-0.920000,0.000000
-0.910000,0.000000
-0.900000,0.000000
-0.890000,0.000000
-0.880000,0.000000
-0.870000,0.000000
-0.860000,0.000000
-0.850000,0.000000
-0.840000,0.000000
-0.830000,0.000000
-0.820000,0.000000
-0.810000,0.000000
-0.800000,0.000000
-0.790000,0.000000
-0.780000,0.000000
-0.770000,0.000000
-0.760000,0.000000
-0.750000,0.000000
-0.740000,0.000000
-0.730000,0.000000
-0.720000,0.000000
-0.710000,0.000000
-0.700000,0.000000
-0.690000,0.000000
-0.680000,0.000000
-0.670000,0.000000
-0.660000,0.000000
-0.650000,0.000000
-0.640000,0.000000
-0.630000,0.000000
-0.620000,0.000000
-0.610000,0.000000
-0.600000,0.000000
-0.590000,0.000000
-0.580000,0.000000
-0.570000,0.000000
-0.560000,0.000000
-0.550000,0.000000
-0.540000,0.000000
-0.530000,0.000000
-0.520000,0.000000
-0.510000,0.000000
-0.500000,0.000000
-0.490000,0.000000
-0.480000,0.000000
-0.470000,0.000000
-0.460000,0.000000
-0.450000,0.000000
-0.440000,0.000000
-0.430000,0.000000
-0.420000,0.000000
-0.410000,0.000000
-0.400000,0.000000
-0.390000,0.000000
-0.380000,0.000000
-0.370000,0.000000
-0.360000,0.000000
-0.350000,0.000000
-0.340000,0.000000
-0.330000,0.000000
-0.320000,0.000000
-0.310000,0.000000
-0.300000,0.000000
-0.290000,0.000000
-0.280000,0.000000
-0.270000,0.000000
-0.260000,0.000000
-0.250000,0.000000
-0.240000,0.000000
-0.230000,0.000000
-0.220000,0.000000
-0.210000,0.000000
-0.200000,0.000000
-0.190000,0.000000
-0.180000,0.000000
-0.170000,0.000000
-0.160000,0.000000
-0.150000,0.000000
-0.140000,0.000000
-0.130000,0.000000
-0.120000,0.000000
-0.110000,0.000000
-0.100000,0.000000
-0.090000,0.000000
-0.080000,0.000000
-0.070000,0.000000
-0.060000,0.000000
-0.050000,0.000000
-0.040000,0.000000
-0.030000,0.000000
-0.020000,0.000000
-0.010000,0.000000
0.000000,0.000000
0.010000,0.000000
0.020000,0.000000
0.030000,0.000000
0.040000,0.000000
0.050000,0.000000
0.060000,0.000000
0.070000,0.000000
0.080000,0.000000
0.090000,0.000000
0.100000,0.000864
0.110000,0.000103
0.120000,0.000078
0.130000,0.000068
0.140000,0.000062
0.150000,0.000059
0.160000,0.000056
0.170000,0.000054
0.180000,0.000230
0.190000,0.000173
0.200000,0.000152
0.210000,0.000140
0.220000,0.000132
0.230000,0.000326
0.240000,0.000259
0.250000,0.000234
0.260000,0.000218
0.270000,0.000428
0.280000,0.000351
0.290000,0.000319
0.300000,0.000640
0.310000,0.000464
0.320000,0.000417
0.330000,0.000775
0.340000,0.000562
0.350000,0.000507
0.360000,0.000787
0.370000,0.000646
0.380000,0.003105
0.390000,0.000710
0.400000,0.000649
0.410000,0.000928
0.420000,0.000795
0.430000,0.001119
0.440000,0.000926
0.450000,0.001275
0.460000,0.001045
0.470000,0.001380
0.480000,0.001156
0.490000,0.001451
0.500000,0.001263
0.510000,0.001521
0.520000,0.002113
0.530000,0.001559
0.540000,0.001873
0.550000,0.001639
0.560000,0.001884
0.570000,0.002197
0.580000,0.003136
0.590000,0.002094
0.600000,0.002384
0.610000,0.002742
0.620000,0.003675
0.630000,0.002515
0.640000,0.002787
0.650000,0.003066
0.660000,0.003351
0.670000,0.003663
0.680000,0.004009
0.690000,0.004374
0.700000,0.004730
0.710000,0.004965
0.720000,0.005044
0.730000,0.005066
0.740000,0.005109
0.750000,0.005194
0.760000,0.005309
0.770000,0.005453
0.780000,0.005625
0.790000,0.007022
0.800000,0.006774
0.810000,0.006825
0.820000,0.008173
0.830000,0.007919
0.840000,0.009348
0.850000,0.008948
0.860000,0.010185
0.870000,0.011681
0.880000,0.015812
0.890000,0.011499
0.900000,0.012821
0.910000,0.017368
0.920000,0.016725
0.930000,0.017494
0.940000,0.020895
0.950000,0.024229
0.960000,0.027139
0.970000,0.034213
0.980000,0.040573
0.990000,0.058799
1.000000,0.149278
