cosphi,flux
-1.000000,0.020403
-0.990000,0.020499
-0.980000,0.020523
-0.970000,0.020711
-0.960000,0.020780
-0.950000,0.020959
-0.940000,0.021519
-0.930000,0.021671
-0.920000,0.021734
-0.910000,0.021758
-0.900000,0.021843
-0.890000,0.021872
-0.880000,0.021909
-0.870000,0.021905
-0.860000,0.021893
-0.850000,0.021875
-0.840000,0.021974
-0.830000,0.021978
-0.820000,0.021967
-0.810000,0.022011
-0.800000,0.022137
-0.790000,0.022443
-0.780000,0.022519
-0.770000,0.022683
-0.760000,0.022961
-0.750000,0.023061
-0.740000,0.023191
-0.730000,0.023248
-0.720000,0.023256
-0.710000,0.023249
-0.700000,0.023407
-0.690000,0.023639
-0.680000,0.023725
-0.670000,0.023748
-0.660000,0.023835
-0.650000,0.023843
-0.640000,0.023997
-0.630000,0.024013
-0.620000,0.024006
-0.610000,0.024156
-0.600000,0.024562
-0.590000,0.024934
-0.580000,0.025045
-0.570000,0.025078
-0.560000,0.025082
-0.550000,0.025176
-0.540000,0.025207
-0.530000,0.025280
-0.520000,0.025289
-0.510000,0.025273
-0.500000,0.025416
-0.490000,0.025427
-0.480000,0.025425
-0.470000,0.025651
-0.460000,0.026086
-0.450000,0.026177
-0.440000,0.026324
-0.430000,0.026591
-0.420000,0.026947
-0.410000,0.027122
-0.400000,0.027178
-0.390000,0.027190
-0.380000,0.027183
-0.370000,0.027344
-0.360000,0.027364
-0.350000,0.027501
-0.340000,0.027503
-0.330000,0.027675
-0.320000,0.027720
-0.310000,0.027730
-0.300000,0.027907
-0.290000,0.028197
-0.280000,0.028246
-0.270000,0.028245
-0.260000,0.028532
-0.250000,0.029091
-0.240000,0.029337
-0.230000,0.029406
-0.220000,0.029428
-0.210000,0.029585
-0.200000,0.029728
-0.190000,0.029921
-0.180000,0.029938
-0.170000,0.029943
-0.160000,0.030167
-0.150000,0.030282
-0.140000,0.030566
-0.130000,0.030598
-0.120000,0.030613
-0.110000,0.030878
-0.100000,0.031017
-0.090000,0.031409
-0.080000,0.031478
-0.070000,0.031517
-0.060000,0.031526
-0.050000,0.031889
-0.040000,0.032352
-0.030000,0.032560
-0.020000,0.032662
-0.010000,0.032711
0.000000,0.032849
0.010000,0.033026
0.020000,0.033161
0.030000,0.033508
0.040000,0.033666
0.050000,0.033825
0.060000,0.033959
0.070000,0.034001
0.080000,0.034316
0.090000,0.034511
0.100000,0.034529
0.110000,0.034798
0.120000,0.034912
0.130000,0.034934
0.140000,0.035487
0.150000,0.035609
0.160000,0.035983
0.170000,0.036210
0.180000,0.036414
0.190000,0.036719
0.200000,0.036898
0.210000,0.037116
0.220000,0.037313
0.230000,0.037403
0.240000,0.037577
0.250000,0.037652
0.260000,0.037714
0.270000,0.037786
0.280000,0.038082
0.290000,0.038660
0.300000,0.038995
0.310000,0.039486
0.320000,0.039768
0.330000,0.039919
0.340000,0.040001
0.350000,0.040037
0.360000,0.040043
0.370000,0.040428
0.380000,0.041050
0.390000,0.041282
0.400000,0.041642
0.410000,0.041756
0.420000,0.041777
0.430000,0.041765
0.440000,0.042346
0.450000,0.042710
0.460000,0.042769
0.470000,0.043187
0.480000,0.043424
0.490000,0.043866
0.500000,0.044163
0.510000,0.044570
0.520000,0.044874
0.530000,0.045087
0.540000,0.045296
0.550000,0.045730
0.560000,0.045939
0.570000,0.046150
0.580000,0.046265
0.590000,0.046628
0.600000,0.046836
0.610000,0.047226
0.620000,0.047583
0.630000,0.048355
0.640000,0.048602
0.650000,0.049082
0.660000,0.049290
0.670000,0.049491
0.680000,0.049735
0.690000,0.049827
0.700000,0.050326
0.710000,0.051010
0.720000,0.051435
0.730000,0.051674
0.740000,0.051936
0.750000,0.052109
0.760000,0.052198
0.770000,0.053143
0.780000,0.053717
0.790000,0.054002
0.800000,0.054490
0.810000,0.054671
0.820000,0.055276
0.830000,0.055652
0.840000,0.056076
0.850000,0.056210
0.860000,0.056752
0.870000,0.057124
0.880000,0.057496
0.890000,0.058015
0.900000,0.058605
0.910000,0.059142
0.920000,0.059746
0.930000,0.060094
0.940000,0.060481
0.950000,0.060763
0.960000,0.061449
0.970000,0.062124
0.980000,0.062627
0.990000,0.062985
1.000000,0.063255
