costheta,flux
-1.010000,0.000000
-1.000000,0.221976
-0.990000,0.223494
-0.980000,0.225229
-0.970000,0.226692
-0.960000,0.228448
-0.950000,0.230149
-0.940000,0.231959
-0.930000,0.233312
-0.920000,0.235196
-0.910000,0.237207
-0.900000,0.238841
-0.890000,0.240546
-0.880000,0.242289
-0.870000,0.244230
-0.860000,0.246178
-0.850000,0.247877
-0.840000,0.249836
-0.830000,0.251815
-0.820000,0.253873
-0.810000,0.255369
-0.800000,0.257895
-0.790000,0.259411
-0.780000,0.261716
-0.770000,0.263957
-0.760000,0.265854
-0.750000,0.267947
-0.740000,0.270309
-0.730000,0.272359
-0.720000,0.274541
-0.710000,0.276737
-0.700000,0.279174
-0.690000,0.281150
-0.680000,0.283658
-0.670000,0.285819
-0.660000,0.288448
-0.650000,0.290620
-0.640000,0.293168
-0.630000,0.295607
-0.620000,0.298311
-0.610000,0.300634
-0.600000,0.303158
-0.590000,0.306148
-0.580000,0.308533
-0.570000,0.311170
-0.560000,0.314103
-0.550000,0.316577
-0.540000,0.319532
-0.530000,0.322124
-0.520000,0.325226
-0.510000,0.328122
-0.500000,0.331079
-0.490000,0.333905
-0.480000,0.337200
-0.470000,0.340179
-0.460000,0.343244
-0.450000,0.346589
-0.440000,0.349442
-0.430000,0.352977
-0.420000,0.356065
-0.410000,0.359752
-0.400000,0.363038
-0.390000,0.366511
-0.380000,0.369814
-0.370000,0.373555
-0.360000,0.377261
-0.350000,0.380776
-0.340000,0.384593
-0.330000,0.388405
-0.320000,0.392285
-0.310000,0.396007
-0.300000,0.400067
-0.290000,0.404274
-0.280000,0.408248
-0.270000,0.412320
-0.260000,0.416751
-0.250000,0.420821
-0.240000,0.425420
-0.230000,0.429891
-0.220000,0.434028
-0.210000,0.439078
-0.200000,0.443480
-0.190000,0.448479
-0.180000,0.453226
-0.170000,0.458030
-0.160000,0.463259
-0.150000,0.468152
-0.140000,0.473514
-0.130000,0.478623
-0.120000,0.484198
-0.110000,0.489525
-0.100000,0.494993
-0.090000,0.500553
-0.080000,0.506448
-0.070000,0.512750
-0.060000,0.518347
-0.050000,0.524643
-0.040000,0.530861
-0.030000,0.537100
-0.020000,0.543509
-0.010000,0.550167
0.000000,0.556804
0.010000,0.563615
0.020000,0.570341
0.030000,0.577646
0.040000,0.585054
0.050000,0.592488
0.060000,0.600031
0.070000,0.607678
0.080000,0.615678
0.090000,0.623512
0.100000,0.631769
0.110000,0.640114
0.120000,0.648556
0.130000,0.657401
0.140000,0.666383
0.150000,0.675560
0.160000,0.684963
0.170000,0.694431
0.180000,0.704047
0.190000,0.714053
0.200000,0.723988
0.210000,0.734474
0.220000,0.745461
0.230000,0.756235
0.240000,0.767413
0.250000,0.778717
0.260000,0.790493
0.270000,0.802518
0.280000,0.814999
0.290000,0.827301
0.300000,0.840701
0.310000,0.853647
0.320000,0.866958
0.330000,0.881514
0.340000,0.895591
0.350000,0.910181
0.360000,0.925635
0.370000,0.941389
0.380000,0.956702
0.390000,0.973390
0.400000,0.990070
0.410000,1.007619
0.420000,1.025295
0.430000,1.043864
0.440000,1.062509
0.450000,1.082082
0.460000,1.102133
0.470000,1.123048
0.480000,1.144094
0.490000,1.165989
0.500000,1.188568
0.510000,1.212431
0.520000,1.236221
0.530000,1.261038
0.540000,1.287041
0.550000,1.313581
0.560000,1.341023
0.570000,1.369436
0.580000,1.399170
0.590000,1.429928
0.600000,1.461812
0.610000,1.494437
0.620000,1.528714
0.630000,1.564049
0.640000,1.600590
0.650000,1.638519
0.660000,1.678702
0.670000,1.719811
0.680000,1.763095
0.690000,1.808045
0.700000,1.854745
0.710000,1.903823
0.720000,1.954661
0.730000,2.007837
0.740000,2.064197
0.750000,2.122066
0.760000,2.183599
0.770000,2.247731
0.780000,2.315236
0.790000,2.385947
0.800000,2.460724
0.810000,2.539321
0.820000,2.621596
0.830000,2.709223
0.840000,2.801786
0.850000,2.899513
0.860000,3.002820
0.870000,3.112690
0.880000,3.229279
0.890000,3.353671
0.900000,3.485803
0.910000,3.626943
0.920000,3.777678
0.930000,3.938593
0.940000,4.111352
0.950000,4.296138
0.960000,4.494793
0.970000,4.707374
0.980000,4.935060
0.990000,5.178507
1.000000,5.436991
1.010000,0.000000
