energy,flux
0.000000,0.000000
0.200000,0.000335
0.400000,0.001212
0.600000,0.002035
0.800000,0.002527
1.000000,0.002743
1.200000,0.002753
1.400000,0.002616
1.600000,0.002400
1.800000,0.002175
2.000000,0.001950
2.200000,0.001725
2.400000,0.001512
2.600000,0.001321
2.800000,0.001159
3.000000,0.001015
3.200000,0.000888
3.400000,0.000780
3.600000,0.000684
3.800000,0.000595
4.000000,0.000523
4.200000,0.000458
4.400000,0.000399
4.600000,0.000348
4.800000,0.000300
5.000000,0.000264
5.200000,0.000228
5.400000,0.000198
5.600000,0.000171
5.800000,0.000148
6.000000,0.000126
6.200000,0.000110
6.400000,0.000094
6.600000,0.000079
6.800000,0.000068
7.000000,0.000058
7.200000,0.000049
7.400000,0.000041
7.600000,0.000035
7.800000,0.000029
8.000000,0.000025
8.200000,0.000020
8.400000,0.000017
8.600000,0.000014
8.800000,0.000011
9.000000,0.000009
9.200000,0.000008
9.400000,0.000006
9.600000,0.000005
9.800000,0.000004
10.000000,0.000003
10.200000,0.000002
10.400000,0.000002
10.600000,0.000001
10.800000,0.000001
11.000000,0.000001
11.200000,0.000001
11.400000,0.000000
11.600000,0.000000
11.800000,0.000000
12.000000,0.000000
12.200000,0.000000
12.400000,0.000000
12.600000,0.000000
12.800000,0.000000
13.000000,0.000000
13.200000,0.000000
13.400000,0.000000
13.600000,0.000000
13.800000,0.000000
14.000000,0.000000
14.200000,0.000000
14.400000,0.000000
14.600000,0.000000
14.800000,0.000000
15.000000,0.000000
15.200000,0.000000
15.400000,0.000000
15.600000,0.000000
15.800000,0.000000
