costheta,flux
-1.000000,0.225442
-0.990000,0.223183
-0.980000,0.220931
-0.970000,0.218677
-0.960000,0.216425
-0.950000,0.214169
-0.940000,0.211917
-0.930000,0.209663
-0.920000,0.207408
-0.910000,0.205153
-0.900000,0.202902
-0.890000,0.200645
-0.880000,0.198393
-0.870000,0.196138
-0.860000,0.193884
-0.850000,0.191630
-0.840000,0.189377
-0.830000,0.187121
-0.820000,0.184869
-0.810000,0.182613
-0.800000,0.180362
-0.790000,0.178106
-0.780000,0.175852
-0.770000,0.173600
-0.760000,0.171344
-0.750000,0.169090
-0.740000,0.166835
-0.730000,0.164581
-0.720000,0.162327
-0.710000,0.160074
-0.700000,0.157819
-0.690000,0.155565
-0.680000,0.153310
-0.670000,0.151056
-0.660000,0.148802
-0.650000,0.146547
-0.640000,0.144294
-0.630000,0.142039
-0.620000,0.139785
-0.610000,0.137528
-0.600000,0.135276
-0.590000,0.133022
-0.580000,0.130767
-0.570000,0.128513
-0.560000,0.126258
-0.550000,0.124004
-0.540000,0.121750
-0.530000,0.119494
-0.520000,0.117243
-0.510000,0.114987
-0.500000,0.112732
-0.490000,0.110478
-0.480000,0.108222
-0.470000,0.105968
-0.460000,0.103713
-0.450000,0.101458
-0.440000,0.099204
-0.430000,0.096950
-0.420000,0.094695
-0.410000,0.092441
-0.400000,0.090187
-0.390000,0.087933
-0.380000,0.085678
-0.370000,0.083426
-0.360000,0.081169
-0.350000,0.078915
-0.340000,0.076660
-0.330000,0.074405
-0.320000,0.072149
-0.310000,0.069896
-0.300000,0.067640
-0.290000,0.065386
-0.280000,0.063132
-0.270000,0.060877
-0.260000,0.058622
-0.250000,0.056367
-0.240000,0.054114
-0.230000,0.051859
-0.220000,0.049603
-0.210000,0.047350
-0.200000,0.045093
-0.190000,0.042839
-0.180000,0.040586
-0.170000,0.038332
-0.160000,0.036076
-0.150000,0.033822
-0.140000,0.031567
-0.130000,0.029310
-0.120000,0.027056
-0.110000,0.024802
-0.100000,0.022548
-0.090000,0.020291
-0.080000,0.018039
-0.070000,0.015783
-0.060000,0.013526
-0.050000,0.011274
-0.040000,0.009018
-0.030000,0.006763
-0.020000,0.004510
-0.010000,0.002256
0.000000,0.000000
0.010000,0.002255
0.020000,0.004508
0.030000,0.006764
0.040000,0.009020
0.050000,0.011273
0.060000,0.013529
0.070000,0.015783
0.080000,0.018036
0.090000,0.020293
0.100000,0.022547
0.110000,0.024801
0.120000,0.027056
0.130000,0.029313
0.140000,0.031565
0.150000,0.033820
0.160000,0.036076
0.170000,0.038330
0.180000,0.040585
0.190000,0.042841
0.200000,0.045095
0.210000,0.047349
0.220000,0.049604
0.230000,0.051858
0.240000,0.054113
0.250000,0.056368
0.260000,0.058622
0.270000,0.060877
0.280000,0.063133
0.290000,0.065387
0.300000,0.067641
0.310000,0.069898
0.320000,0.072152
0.330000,0.074405
0.340000,0.076660
0.350000,0.078914
0.360000,0.081168
0.370000,0.083423
0.380000,0.085679
0.390000,0.087932
0.400000,0.090188
0.410000,0.092441
0.420000,0.094697
0.430000,0.096949
0.440000,0.099205
0.450000,0.101459
0.460000,0.103714
0.470000,0.105968
0.480000,0.108223
0.490000,0.110478
0.500000,0.112733
0.510000,0.114986
0.520000,0.117241
0.530000,0.119497
0.540000,0.121751
0.550000,0.124004
0.560000,0.126259
0.570000,0.128513
0.580000,0.130769
0.590000,0.133022
0.600000,0.135277
0.610000,0.137533
0.620000,0.139785
0.630000,0.142038
0.640000,0.144295
0.650000,0.146550
0.660000,0.148803
0.670000,0.151057
0.680000,0.153311
0.690000,0.155565
0.700000,0.157820
0.710000,0.160075
0.720000,0.162327
0.730000,0.164583
0.740000,0.166837
0.750000,0.169091
0.760000,0.171344
0.770000,0.173599
0.780000,0.175852
0.790000,0.178107
0.800000,0.180359
0.810000,0.182616
0.820000,0.184868
0.830000,0.187123
0.840000,0.189375
0.850000,0.191631
0.860000,0.193885
0.870000,0.196139
0.880000,0.198394
0.890000,0.200647
0.900000,0.202898
0.910000,0.205155
0.920000,0.207409
0.930000,0.209663
0.940000,0.211914
0.950000,0.214170
0.960000,0.216423
0.970000,0.218677
0.980000,0.220931
0.990000,0.223185
1.000000,0.225442
