energy,flux
0.000000,0.000000
0.200000,0.000000
0.400000,0.000000
0.600000,0.000000
0.800000,0.000000
1.000000,0.000000
1.200000,0.000000
1.400000,0.000000
1.600000,0.000000
1.800000,0.000000
2.000000,0.000000
2.200000,0.000000
2.400000,0.000000
2.600000,0.000000
2.800000,0.000000
3.000000,0.000000
3.200000,0.000000
3.400000,0.000000
3.600000,0.000000
3.800000,0.000000
4.000000,0.000000
4.200000,18248.065359
4.400000,25990.728738
4.600000,31960.945503
4.800000,36946.997519
5.000000,41238.593640
5.200000,44976.715220
5.400000,48240.178186
5.600000,51077.269680
5.800000,53520.518679
6.000000,55593.927414
6.200000,57315.916935
6.400000,58701.254599
6.600000,59762.838142
6.800000,60512.914613
7.000000,60962.865265
7.200000,61124.103454
7.400000,61008.420334
7.600000,60626.945586
7.800000,59991.958163
8.000000,59116.643087
8.200000,58013.949334
8.400000,56697.472161
8.600000,55181.960347
8.800000,53482.359457
9.000000,51613.930378
9.200000,49592.726991
9.400000,47435.003362
9.600000,45157.996296
9.800000,42778.960722
10.000000,40316.159644
10.200000,37787.835279
10.400000,35211.943477
10.600000,32607.253929
10.800000,29992.727836
11.000000,27387.413020
11.200000,24809.965377
11.400000,22279.335543
11.600000,19813.650768
11.800000,17431.329532
12.000000,15149.744591
12.200000,12986.073186
12.400000,10956.489253
12.600000,9075.994413
12.800000,7358.356585
13.000000,5814.912344
13.200000,4458.781592
13.400000,3298.152656
13.600000,2336.413996
13.800000,1574.687700
14.000000,1005.116741
14.200000,607.706504
14.400000,349.883275
14.600000,193.500046
14.800000,103.210113
15.000000,52.810519
15.200000,25.580806
15.400000,11.483945
15.600000,4.674806
15.800000,1.651391
