energy,flux
0.000000,0.000000
0.200000,0.000000
0.400000,0.000000
0.600000,0.000000
0.800000,0.000000
1.000000,0.000000
1.200000,0.000000
1.400000,0.000000
1.600000,0.000077
1.800000,0.000720
2.000000,0.003143
2.200000,0.009370
2.400000,0.021479
2.600000,0.043477
2.800000,0.077068
3.000000,0.125844
3.200000,0.194991
3.400000,0.285489
3.600000,0.398528
3.800000,0.521431
4.000000,0.652484
4.200000,0.791216
4.400000,0.935759
4.600000,1.085338
4.800000,1.239008
5.000000,1.395618
5.200000,1.516028
5.400000,1.614393
5.600000,1.697468
5.800000,1.745547
6.000000,1.776929
6.200000,1.779040
6.400000,1.758809
6.600000,1.721451
6.800000,1.654884
7.000000,1.576741
7.200000,1.485096
7.400000,1.376348
7.600000,1.263321
7.800000,1.148667
8.000000,1.032294
8.200000,0.920924
8.400000,0.819263
8.600000,0.726392
8.800000,0.640699
9.000000,0.560358
9.200000,0.488032
9.400000,0.422861
9.600000,0.364394
9.800000,0.311953
10.000000,0.264191
10.200000,0.221841
10.400000,0.184718
10.600000,0.152383
10.800000,0.124424
11.000000,0.100433
11.200000,0.079976
11.400000,0.062531
11.600000,0.048040
11.800000,0.036231
12.000000,0.026767
12.200000,0.019317
12.400000,0.013582
12.600000,0.009274
12.800000,0.006131
13.000000,0.003913
13.200000,0.002403
13.400000,0.001418
13.600000,0.000806
13.800000,0.000441
14.000000,0.000233
14.200000,0.000118
14.400000,0.000057
14.600000,0.000026
14.800000,0.000011
15.000000,0.000004
15.200000,0.000001
15.400000,0.000000
15.600000,0.000000
15.800000,0.000000
