energy,flux
0.000000,0.000000
0.200000,25053.285834
0.400000,96421.050028
0.600000,208366.012453
0.800000,349843.474089
1.000000,478581.650107
1.200000,566672.183705
1.400000,615627.180643
1.600000,634598.262939
1.800000,632409.430492
2.000000,616240.857797
2.200000,590336.065248
2.400000,558072.182054
2.600000,523840.134033
2.800000,489065.730276
3.000000,454014.942186
3.200000,418931.111640
3.400000,384285.225576
3.600000,350317.081210
3.800000,317902.499782
4.000000,287814.780390
4.200000,259237.197738
4.400000,233076.823765
4.600000,208789.631407
4.800000,186249.824307
5.000000,165639.268416
5.200000,146761.395079
5.400000,129771.218452
5.600000,114297.908062
5.800000,100275.157551
6.000000,87687.304295
6.200000,76385.809927
6.400000,66243.847481
6.600000,57337.427247
6.800000,49294.253132
7.000000,42289.076231
7.200000,36069.099840
7.400000,30566.491374
7.600000,25865.310666
7.800000,21699.224999
8.000000,18139.547786
8.200000,15074.010252
8.400000,12425.747743
8.600000,10159.684534
8.800000,8316.464498
9.000000,6725.993745
9.200000,5365.128780
9.400000,4257.013386
9.600000,3344.827337
9.800000,2593.056996
10.000000,2007.777528
10.200000,1529.587570
10.400000,1150.638566
10.600000,840.016602
10.800000,617.455285
11.000000,441.870268
11.200000,307.042489
11.400000,211.042421
11.600000,143.376439
11.800000,94.108598
12.000000,60.389090
12.200000,36.808792
12.400000,22.264697
12.600000,12.923410
12.800000,7.196493
13.000000,3.810577
13.200000,1.925089
13.400000,0.967141
13.600000,0.464600
13.800000,0.211031
14.000000,0.088704
14.200000,0.033675
14.400000,0.011163
14.600000,0.002588
14.800000,0.000000
15.000000,0.000000
15.200000,0.000000
15.400000,0.000000
15.600000,0.000000
15.800000,0.000000
