cosphi,flux
-1.000000,11418.831232
-0.990000,11605.910746
-0.980000,11709.411406
-0.970000,11772.649311
-0.960000,11813.911892
-0.950000,12004.246626
-0.940000,12248.891410
-0.930000,12365.738470
-0.920000,12439.634198
-0.910000,12488.271330
-0.900000,12567.212641
-0.890000,12633.967315
-0.880000,12698.346659
-0.870000,12872.638872
-0.860000,12981.774203
-0.850000,13052.140954
-0.840000,13202.392602
-0.830000,13301.064850
-0.820000,13500.622920
-0.810000,13707.297027
-0.800000,13855.744098
-0.790000,13940.272979
-0.780000,14037.309876
-0.770000,14090.333976
-0.760000,14120.242570
-0.750000,14230.504489
-0.740000,14514.751611
-0.730000,14632.516568
-0.720000,14699.586906
-0.710000,14876.190713
-0.700000,14957.562647
-0.690000,15127.789325
-0.680000,15357.976279
-0.670000,15495.598243
-0.660000,15696.170562
-0.650000,15843.300475
-0.640000,16041.775873
-0.630000,16168.862954
-0.620000,16248.421701
-0.610000,16308.548923
-0.600000,16336.053302
-0.590000,16474.329050
-0.580000,16743.791674
-0.570000,16934.988555
-0.560000,17097.288471
-0.550000,17194.452413
-0.540000,17378.810443
-0.530000,17600.395717
-0.520000,17810.283510
-0.510000,18021.754397
-0.500000,18295.116923
-0.490000,18425.055878
-0.480000,18507.215176
-0.470000,18737.497983
-0.460000,19075.325219
-0.450000,19291.083586
-0.440000,19399.549823
-0.430000,19465.201140
-0.420000,19635.370046
-0.410000,19732.200047
-0.400000,20083.473966
-0.390000,20508.285746
-0.380000,20712.670422
-0.370000,20820.316866
-0.360000,20952.844391
-0.350000,21325.816660
-0.340000,21460.275757
-0.330000,21576.570590
-0.320000,22008.366565
-0.310000,22348.149891
-0.300000,22711.534878
-0.290000,22984.386523
-0.280000,23116.353272
-0.270000,23230.603641
-0.260000,23787.021634
-0.250000,23971.578846
-0.240000,24103.694505
-0.230000,24296.165948
-0.220000,24697.041351
-0.210000,25109.319799
-0.200000,25429.187114
-0.190000,25767.002223
-0.180000,26050.763270
-0.170000,26165.172939
-0.160000,26638.824333
-0.150000,27130.530132
-0.140000,27471.925837
-0.130000,27644.669627
-0.120000,28112.706290
-0.110000,28532.888779
-0.100000,28897.167015
-0.090000,29406.531246
-0.080000,29770.854090
-0.070000,30063.045416
-0.060000,30388.960907
-0.050000,30669.728899
-0.040000,31385.477348
-0.030000,31911.394597
-0.020000,32211.276478
-0.010000,32695.254654
0.000000,33255.156815
0.010000,33617.757220
0.020000,34105.291333
0.030000,34583.469098
0.040000,35173.990490
0.050000,35680.505384
0.060000,36254.802692
0.070000,36654.091991
0.080000,37579.835592
0.090000,37935.272431
0.100000,38236.820166
0.110000,39107.602621
0.120000,39823.322090
0.130000,40375.840283
0.140000,41044.555941
0.150000,41767.433181
0.160000,42358.021638
0.170000,43255.012351
0.180000,43759.599807
0.190000,44599.716013
0.200000,45334.979140
0.210000,46102.262410
0.220000,47155.375862
0.230000,47749.838645
0.240000,48621.639571
0.250000,49744.571489
0.260000,50475.788354
0.270000,51453.838081
0.280000,52454.729388
0.290000,53275.414006
0.300000,54531.910694
0.310000,55196.962322
0.320000,56509.608664
0.330000,57536.173862
0.340000,58567.026873
0.350000,59950.564631
0.360000,61039.066621
0.370000,62454.590122
0.380000,63765.922677
0.390000,65231.194285
0.400000,66589.566398
0.410000,68061.555603
0.420000,69605.805031
0.430000,71309.171373
0.440000,72936.771443
0.450000,74580.825946
0.460000,76519.881626
0.470000,78373.216399
0.480000,79899.005580
0.490000,81819.889371
0.500000,83962.720518
0.510000,85984.515130
0.520000,87818.112195
0.530000,90095.011318
0.540000,92774.488701
0.550000,95555.355308
0.560000,98308.086365
0.570000,101175.302527
0.580000,103952.768174
0.590000,106932.076318
0.600000,109804.322963
0.610000,112918.142116
0.620000,116058.240325
0.630000,119294.286231
0.640000,123991.284946
0.650000,127976.292737
0.660000,132863.998854
0.670000,136880.998129
0.680000,141456.235370
0.690000,145685.089882
0.700000,150864.823714
0.710000,157390.844521
0.720000,163586.005904
0.730000,169649.260332
0.740000,175364.051092
0.750000,182830.602000
0.760000,191564.320423
0.770000,199525.714001
0.780000,206543.283231
0.790000,217539.577242
0.800000,228046.507955
0.810000,236741.730319
0.820000,251091.307143
0.830000,262758.220821
0.840000,277366.536777
0.850000,292596.964990
0.860000,310272.925451
0.870000,325667.029781
0.880000,348891.082164
0.890000,372296.537479
0.900000,397237.108840
0.910000,425548.040492
0.920000,455322.519387
0.930000,493041.784335
0.940000,533869.424485
0.950000,580601.727554
0.960000,635720.442963
0.970000,699713.205667
0.980000,775546.833851
0.990000,864441.584826
1.000000,968418.448064
