cosphi,flux
-1.000000,0.000004
-0.990000,0.000004
-0.980000,0.000004
-0.970000,0.000004
-0.960000,0.000004
-0.950000,0.000004
-0.940000,0.000004
-0.930000,0.000004
-0.920000,0.000004
-0.910000,0.000004
-0.900000,0.000004
-0.890000,0.000004
-0.880000,0.000004
-0.870000,0.000004
-0.860000,0.000005
-0.850000,0.000005
-0.840000,0.000005
-0.830000,0.000005
-0.820000,0.000005
-0.810000,0.000005
-0.800000,0.000005
-0.790000,0.000005
-0.780000,0.000005
-0.770000,0.000005
-0.760000,0.000005
-0.750000,0.000005
-0.740000,0.000005
-0.730000,0.000005
-0.720000,0.000005
-0.710000,0.000005
-0.700000,0.000005
-0.690000,0.000005
-0.680000,0.000005
-0.670000,0.000005
-0.660000,0.000005
-0.650000,0.000006
-0.640000,0.000006
-0.630000,0.000006
-0.620000,0.000006
-0.610000,0.000006
-0.600000,0.000006
-0.590000,0.000006
-0.580000,0.000006
-0.570000,0.000006
-0.560000,0.000006
-0.550000,0.000006
-0.540000,0.000006
-0.530000,0.000006
-0.520000,0.000007
-0.510000,0.000007
-0.500000,0.000007
-0.490000,0.000007
-0.480000,0.000007
-0.470000,0.000007
-0.460000,0.000007
-0.450000,0.000007
-0.440000,0.000007
-0.430000,0.000007
-0.420000,0.000008
-0.410000,0.000008
-0.400000,0.000008
-0.390000,0.000008
-0.380000,0.000008
-0.370000,0.000008
-0.360000,0.000008
-0.350000,0.000008
-0.340000,0.000008
-0.330000,0.000008
-0.320000,0.000008
-0.310000,0.000008
-0.300000,0.000009
-0.290000,0.000009
-0.280000,0.000009
-0.270000,0.000009
-0.260000,0.000010
-0.250000,0.000010
-0.240000,0.000010
-0.230000,0.000010
-0.220000,0.000010
-0.210000,0.000010
-0.200000,0.000010
-0.190000,0.000011
-0.180000,0.000011
-0.170000,0.000011
-0.160000,0.000011
-0.150000,0.000011
-0.140000,0.000011
-0.130000,0.000011
-0.120000,0.000012
-0.110000,0.000012
-0.100000,0.000012
-0.090000,0.000012
-0.080000,0.000012
-0.070000,0.000013
-0.060000,0.000013
-0.050000,0.000013
-0.040000,0.000013
-0.030000,0.000013
-0.020000,0.000014
-0.010000,0.000014
0.000000,0.000014
0.010000,0.000014
0.020000,0.000015
0.030000,0.000015
0.040000,0.000015
0.050000,0.000015
0.060000,0.000016
0.070000,0.000016
0.080000,0.000016
0.090000,0.000016
0.100000,0.000017
0.110000,0.000017
0.120000,0.000017
0.130000,0.000018
0.140000,0.000018
0.150000,0.000018
0.160000,0.000018
0.170000,0.000019
0.180000,0.000019
0.190000,0.000020
0.200000,0.000020
0.210000,0.000020
0.220000,0.000021
0.230000,0.000021
0.240000,0.000021
0.250000,0.000022
0.260000,0.000022
0.270000,0.000023
0.280000,0.000023
0.290000,0.000023
0.300000,0.000024
0.310000,0.000024
0.320000,0.000025
0.330000,0.000025
0.340000,0.000025
0.350000,0.000026
0.360000,0.000027
0.370000,0.000027
0.380000,0.000028
0.390000,0.000029
0.400000,0.000029
0.410000,0.000030
0.420000,0.000031
0.430000,0.000031
0.440000,0.000032
0.450000,0.000033
0.460000,0.000034
0.470000,0.000035
0.480000,0.000036
0.490000,0.000037
0.500000,0.000038
0.510000,0.000039
0.520000,0.000040
0.530000,0.000041
0.540000,0.000042
0.550000,0.000044
0.560000,0.000045
0.570000,0.000047
0.580000,0.000048
0.590000,0.000050
0.600000,0.000051
0.610000,0.000053
0.620000,0.000054
0.630000,0.000056
0.640000,0.000058
0.650000,0.000060
0.660000,0.000062
0.670000,0.000064
0.680000,0.000066
0.690000,0.000070
0.700000,0.000073
0.710000,0.000077
0.720000,0.000081
0.730000,0.000085
0.740000,0.000089
0.750000,0.000093
0.760000,0.000097
0.770000,0.000101
0.780000,0.000106
0.790000,0.000111
0.800000,0.000119
0.810000,0.000128
0.820000,0.000137
0.830000,0.000146
0.840000,0.000155
0.850000,0.000163
0.860000,0.000179
0.870000,0.000195
0.880000,0.000211
0.890000,0.000229
0.900000,0.000256
0.910000,0.000279
0.920000,0.000317
0.930000,0.000352
0.940000,0.000405
0.950000,0.000471
0.960000,0.000559
0.970000,0.000680
0.980000,0.000860
0.990000,0.001149
1.000000,0.001705
