energy,flux
0.000000,0.000000
0.200000,4.610345
0.400000,18.032628
0.600000,39.653711
0.800000,68.860451
1.000000,105.039693
1.200000,147.578268
1.400000,195.862984
1.600000,249.280614
1.800000,307.217883
2.000000,369.061431
2.200000,434.197757
2.400000,502.013088
2.600000,571.893042
2.800000,643.218045
3.000000,715.256163
3.200000,786.692007
3.400000,854.689261
3.600000,914.628880
3.800000,961.961463
4.000000,991.279945
4.200000,1002.269594
4.400000,994.470840
4.600000,972.121768
4.800000,928.784670
5.000000,879.452172
5.200000,814.225629
5.400000,749.622826
5.600000,685.773966
5.800000,622.462241
6.000000,560.618671
6.200000,500.037918
6.400000,441.021582
6.600000,383.197071
6.800000,328.880536
7.000000,275.790012
7.200000,229.122988
7.400000,191.719398
7.600000,155.178029
7.800000,125.247990
8.000000,100.557213
8.200000,78.339328
8.400000,61.100112
8.600000,46.401944
8.800000,35.226126
9.000000,25.744319
9.200000,18.834927
9.400000,13.411771
9.600000,9.220200
9.800000,6.401978
10.000000,4.198065
10.200000,2.833983
10.400000,1.830498
10.600000,1.061688
10.800000,0.691030
11.000000,0.400605
11.200000,0.232633
11.400000,0.119647
11.600000,0.073759
11.800000,0.035648
12.000000,0.016384
12.200000,0.007714
12.400000,0.004129
12.600000,0.001381
12.800000,0.000290
13.000000,0.000000
13.200000,0.000000
13.400000,0.000000
13.600000,0.000000
13.800000,0.000000
14.000000,0.000000
14.200000,0.000000
14.400000,0.000000
14.600000,0.000000
14.800000,0.000000
15.000000,0.000000
15.200000,0.000000
15.400000,0.000000
15.600000,0.000000
15.800000,0.000000
