energy,flux
0.000000,0.000000
0.200000,0.000000
0.400000,0.000000
0.600000,0.000000
0.800000,0.000000
1.000000,0.000000
1.200000,0.000000
1.400000,0.000000
1.600000,0.000000
1.800000,0.000000
2.000000,0.000000
2.200000,0.000013
2.400000,0.000176
2.600000,0.001169
2.800000,0.004182
3.000000,0.011295
3.200000,0.025019
3.400000,0.048227
3.600000,0.083580
3.800000,0.135715
4.000000,0.208374
4.200000,0.298045
4.400000,0.424567
4.600000,0.562460
4.800000,0.708489
5.000000,0.862879
5.200000,1.024147
5.400000,1.191067
5.600000,1.363489
5.800000,1.540213
6.000000,1.720325
6.200000,1.888090
6.400000,1.997614
6.600000,2.103520
6.800000,2.174439
7.000000,2.219018
7.200000,2.238854
7.400000,2.230618
7.600000,2.196792
7.800000,2.143398
8.000000,2.060851
8.200000,1.966246
8.400000,1.849376
8.600000,1.719458
8.800000,1.581405
9.000000,1.431438
9.200000,1.277923
9.400000,1.125308
9.600000,0.974585
9.800000,0.829136
10.000000,0.695254
10.200000,0.576212
10.400000,0.472242
10.600000,0.382180
10.800000,0.305770
11.000000,0.241513
11.200000,0.187990
11.400000,0.143673
11.600000,0.107820
11.800000,0.079373
12.000000,0.057193
12.200000,0.040248
12.400000,0.027591
12.600000,0.018369
12.800000,0.011869
13.000000,0.007424
13.200000,0.004487
13.400000,0.002615
13.600000,0.001468
13.800000,0.000793
14.000000,0.000412
14.200000,0.000205
14.400000,0.000097
14.600000,0.000043
14.800000,0.000018
15.000000,0.000007
15.200000,0.000002
15.400000,0.000001
15.600000,0.000000
15.800000,0.000000
