energy,flux
0.000000,0.000000
0.200000,6099.236573
0.400000,7577.622280
0.600000,2954.620212
0.800000,985.396620
1.000000,361.449311
1.200000,94.594385
1.400000,27.389854
1.600000,23.636660
1.800000,21.441343
2.000000,19.232111
2.200000,17.034900
2.400000,14.947059
2.600000,13.071737
2.800000,11.472863
3.000000,10.053608
3.200000,8.803889
3.400000,7.730702
3.600000,6.779308
3.800000,5.904198
4.000000,5.188197
4.200000,4.547930
4.400000,3.966142
4.600000,3.457972
4.800000,2.978655
5.000000,2.620107
5.200000,2.268098
5.400000,1.966469
5.600000,1.700627
5.800000,1.472537
6.000000,1.251338
6.200000,1.088868
6.400000,0.931717
6.600000,0.788258
6.800000,0.679108
7.000000,0.579985
7.200000,0.487853
7.400000,0.411227
7.600000,0.348210
7.800000,0.291975
8.000000,0.245196
8.200000,0.202580
8.400000,0.167202
8.600000,0.137977
8.800000,0.113843
9.000000,0.092812
9.200000,0.076070
9.400000,0.060990
9.600000,0.048358
9.800000,0.038282
10.000000,0.030112
10.200000,0.023545
10.400000,0.018343
10.600000,0.014196
10.800000,0.010858
11.000000,0.008164
11.200000,0.006008
11.400000,0.004311
11.600000,0.003007
11.800000,0.002030
12.000000,0.001321
12.200000,0.000825
12.400000,0.000493
12.600000,0.000279
12.800000,0.000150
13.000000,0.000075
13.200000,0.000035
13.400000,0.000017
13.600000,0.000007
13.800000,0.000003
14.000000,0.000001
14.200000,0.000000
14.400000,0.000000
14.600000,0.000000
14.800000,0.000000
15.000000,0.000000
15.200000,0.000000
15.400000,0.000000
15.600000,0.000000
15.800000,0.000000
