energy,flux
0.000000,0.000000
0.200000,0.000000
0.400000,0.000000
0.600000,0.000000
0.800000,0.000000
1.000000,0.000000
1.200000,0.000129
1.400000,0.001177
1.600000,0.004097
1.800000,0.010025
2.000000,0.018201
2.200000,0.028875
2.400000,0.040488
2.600000,0.053258
2.800000,0.066004
3.000000,0.079388
3.200000,0.086835
3.400000,0.091901
3.600000,0.094414
3.800000,0.094345
4.000000,0.092324
4.200000,0.088035
4.400000,0.084231
4.600000,0.079394
4.800000,0.075898
5.000000,0.071981
5.200000,0.067809
5.400000,0.063835
5.600000,0.059645
5.800000,0.056295
6.000000,0.052016
6.200000,0.048730
6.400000,0.045519
6.600000,0.042495
6.800000,0.039231
7.000000,0.036160
7.200000,0.033342
7.400000,0.030635
7.600000,0.027566
7.800000,0.025098
8.000000,0.023139
8.200000,0.020958
8.400000,0.019105
8.600000,0.017017
8.800000,0.015360
9.000000,0.013009
9.200000,0.011698
9.400000,0.010494
9.600000,0.009286
9.800000,0.007923
10.000000,0.006848
10.200000,0.005912
10.400000,0.005048
10.600000,0.004366
10.800000,0.003561
11.000000,0.003142
11.200000,0.002452
11.400000,0.001993
11.600000,0.001629
11.800000,0.001248
12.000000,0.000985
12.200000,0.000834
12.400000,0.000587
12.600000,0.000445
12.800000,0.000328
13.000000,0.000204
13.200000,0.000142
13.400000,0.000095
13.600000,0.000063
13.800000,0.000049
14.000000,0.000026
14.200000,0.000004
14.400000,0.000016
14.600000,0.000002
14.800000,0.000000
15.000000,0.000000
15.200000,0.000000
15.400000,0.000000
15.600000,0.000000
15.800000,0.000000
