energy,flux
0.000000,0.000000
0.200000,0.000000
0.400000,0.000000
0.600000,0.000000
0.800000,0.000000
1.000000,0.000000
1.200000,4265.905002
1.400000,23013.881012
1.600000,77600.472599
1.800000,171470.724837
2.000000,307112.124931
2.200000,480851.052567
2.400000,686193.845867
2.600000,916646.885517
2.800000,1171310.627310
3.000000,1447940.514362
3.200000,1741310.550883
3.400000,2051083.010893
3.600000,2374896.338696
3.800000,2712583.379784
4.000000,3058785.903239
4.200000,3413205.873315
4.400000,3769495.502123
4.600000,4122944.657717
4.800000,4471498.637686
5.000000,4802851.449583
5.200000,5104032.982916
5.400000,5383027.925279
5.600000,5615425.376352
5.800000,5792371.369782
6.000000,5920741.393921
6.200000,6001463.563434
6.400000,6007880.037884
6.600000,5956830.305948
6.800000,5859958.614328
7.000000,5723743.294628
7.200000,5550282.879444
7.400000,5334010.885227
7.600000,5084139.355034
7.800000,4815356.711799
8.000000,4534330.771085
8.200000,4243864.226904
8.400000,3950009.770445
8.600000,3654236.003515
8.800000,3356252.981976
9.000000,3054273.697232
9.200000,2761598.485983
9.400000,2480966.566491
9.600000,2214080.529315
9.800000,1961475.978060
10.000000,1724208.238670
10.200000,1504152.571313
10.400000,1300400.309351
10.600000,1114032.362650
10.800000,944630.050086
11.000000,790248.586500
11.200000,651131.528723
11.400000,529066.156467
11.600000,423484.174541
11.800000,333209.354096
12.000000,257134.667973
12.200000,194197.287684
12.400000,143100.473481
12.600000,102587.112406
12.800000,71254.988571
13.000000,47807.640589
13.200000,30875.877582
13.400000,19143.607763
13.600000,11386.987851
13.800000,6501.964449
14.000000,3570.285004
14.200000,1886.338576
14.400000,955.560854
14.600000,459.422629
14.800000,205.900781
15.000000,84.389453
15.200000,30.070011
15.400000,7.927412
15.600000,1.182963
15.800000,0.000000
