energy,flux
0.000000,0.000000
0.200000,0.052651
0.400000,0.202204
0.600000,0.435991
0.800000,0.735342
1.000000,1.039644
1.200000,1.289953
1.400000,1.466395
1.600000,1.568630
1.800000,1.604642
2.000000,1.586210
2.200000,1.520902
2.400000,1.415278
2.600000,1.300366
2.800000,1.184228
3.000000,1.069558
3.200000,0.957159
3.400000,0.847202
3.600000,0.742619
3.800000,0.647467
4.000000,0.567553
4.200000,0.493982
4.400000,0.431306
4.600000,0.376369
4.800000,0.327395
5.000000,0.283246
5.200000,0.245444
5.400000,0.212118
5.600000,0.183490
5.800000,0.158058
6.000000,0.135303
6.200000,0.115827
6.400000,0.098812
6.600000,0.084488
6.800000,0.071601
7.000000,0.060080
7.200000,0.050635
7.400000,0.042284
7.600000,0.035753
7.800000,0.029574
8.000000,0.024672
8.200000,0.020403
8.400000,0.016629
8.600000,0.013463
8.800000,0.010921
9.000000,0.008768
9.200000,0.006979
9.400000,0.005567
9.600000,0.004416
9.800000,0.003454
10.000000,0.002691
10.200000,0.002042
10.400000,0.001537
10.600000,0.001155
10.800000,0.000855
11.000000,0.000624
11.200000,0.000441
11.400000,0.000309
11.600000,0.000214
11.800000,0.000144
12.000000,0.000093
12.200000,0.000060
12.400000,0.000037
12.600000,0.000022
12.800000,0.000013
13.000000,0.000007
13.200000,0.000004
13.400000,0.000002
13.600000,0.000001
13.800000,0.000000
14.000000,0.000000
14.200000,0.000000
14.400000,0.000000
14.600000,0.000000
14.800000,0.000000
15.000000,0.000000
15.200000,0.000000
15.400000,0.000000
15.600000,0.000000
15.800000,0.000000
