costheta,flux
-1.000000,0.000000
-0.990000,0.000000
-0.980000,0.000000
-0.970000,0.000000
-0.960000,0.000000
-0.950000,0.000000
-0.940000,0.000000
-0.930000,0.000000
-0.920000,0.000000
-0.910000,0.000000
-0.900000,0.000000
-0.890000,0.000000
-0.880000,0.000000
-0.870000,0.000000
-0.860000,0.000000
-0.850000,0.000000
-0.840000,0.000000
-0.830000,0.000000
-0.820000,0.000000
-0.810000,0.000000
-0.800000,0.000000
-0.790000,0.000000
-0.780000,0.000000
-0.770000,0.000000
-0.760000,0.000000
-0.750000,0.000000
-0.740000,0.000000
-0.730000,0.000000
-0.720000,0.000000
-0.710000,0.000000
-0.700000,0.000000
-0.690000,0.000000
-0.680000,0.000000
-0.670000,0.000000
-0.660000,0.000000
-0.650000,0.000000
-0.640000,0.000000
-0.630000,0.000000
-0.620000,0.000000
-0.610000,0.000000
-0.600000,0.000000
-0.590000,0.000000
-0.580000,0.000000
-0.570000,0.000000
-0.560000,0.000000
-0.550000,0.000000
-0.540000,0.000000
-0.530000,0.000000
-0.520000,0.000000
-0.510000,0.000000
-0.500000,0.000000
-0.490000,0.000000
-0.480000,0.000000
-0.470000,0.000000
-0.460000,0.000000
-0.450000,0.000000
-0.440000,0.000000
-0.430000,0.000000
-0.420000,0.000000
-0.410000,0.000000
-0.400000,0.000000
-0.390000,0.000000
-0.380000,0.000000
-0.370000,0.000000
-0.360000,0.000000
-0.350000,0.000000
-0.340000,0.000000
-0.330000,0.000000
-0.320000,0.000000
-0.310000,0.000000
-0.300000,0.000000
-0.290000,0.000000
-0.280000,0.000000
-0.270000,0.000000
-0.260000,0.000000
-0.250000,0.000000
-0.240000,0.000000
-0.230000,0.000000
-0.220000,0.000000
-0.210000,0.000000
-0.200000,0.000000
-0.190000,0.000000
-0.180000,0.000000
-0.170000,0.000000
-0.160000,0.000000
-0.150000,0.000000
-0.140000,0.000000
-0.130000,0.000000
-0.120000,0.000000
-0.110000,0.000000
-0.100000,0.000000
-0.090000,0.000000
-0.080000,0.000000
-0.070000,0.000000
-0.060000,0.000000
-0.050000,0.000000
-0.040000,0.000000
-0.030000,0.000000
-0.020000,0.000000
-0.010000,0.000000
0.000000,0.000000
0.010000,0.000000
0.020000,0.000000
0.030000,0.000000
0.040000,0.000000
0.050000,0.000000
0.060000,0.000000
0.070000,0.000000
0.080000,0.000000
0.090000,0.000000
0.100000,0.264694
0.110000,0.031369
0.120000,0.023761
0.130000,0.020675
0.140000,0.019164
0.150000,0.018065
0.160000,0.017302
0.170000,0.016848
0.180000,0.067170
0.190000,0.050763
0.200000,0.045214
0.210000,0.042023
0.220000,0.039974
0.230000,0.095180
0.240000,0.076764
0.250000,0.069718
0.260000,0.065580
0.270000,0.125101
0.280000,0.104290
0.290000,0.095625
0.300000,0.188346
0.310000,0.138688
0.320000,0.125625
0.330000,0.229644
0.340000,0.169508
0.350000,0.154007
0.360000,0.234494
0.370000,0.195997
0.380000,1.060251
0.390000,0.226924
0.400000,0.207924
0.410000,0.286682
0.420000,0.251157
0.430000,0.344504
0.440000,0.292560
0.450000,0.394075
0.460000,0.332256
0.470000,0.429414
0.480000,0.370501
0.490000,0.457037
0.500000,0.408390
0.510000,0.485243
0.520000,0.665081
0.530000,0.510439
0.540000,0.605304
0.550000,0.546191
0.560000,0.621445
0.570000,0.719385
0.580000,1.015653
0.590000,0.717339
0.600000,0.808855
0.610000,0.922425
0.620000,1.225359
0.630000,0.897798
0.640000,0.987353
0.650000,1.082404
0.660000,1.186276
0.670000,1.297386
0.680000,1.422993
0.690000,1.564309
0.700000,1.706957
0.710000,1.817557
0.720000,1.880804
0.730000,1.930012
0.740000,1.991717
0.750000,2.070751
0.760000,2.165549
0.770000,2.275917
0.780000,2.399658
0.790000,2.884690
0.800000,2.922902
0.810000,3.059219
0.820000,3.581360
0.830000,3.677288
0.840000,4.270573
0.850000,4.382493
0.860000,4.989526
0.870000,5.741578
0.880000,8.040088
0.890000,6.589010
0.900000,7.506987
0.910000,9.641823
0.920000,10.276749
0.930000,11.702116
0.940000,14.258380
0.950000,17.496460
0.960000,21.685344
0.970000,29.060328
0.980000,40.568367
0.990000,67.838099
1.000000,301.069290
